"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-15 17:42:45,0.162%,0.371%,0.0917%,0.0500%,0%,98.9%
2024-12-15 17:43:00,0.152%,0.168%,0.00780%,0.0351%,0%,93.2%
2024-12-15 17:43:15,2.22%,3.15%,0%,0.679%,0%,93.5%
2024-12-15 17:43:30,2.09%,3.25%,0.00389%,0.802%,0%,87.6%
2024-12-15 17:43:45,2.15%,3.08%,0.00417%,0.675%,0%,93.6%
2024-12-15 17:44:00,2.17%,3.12%,0%,0.676%,0%,87.7%
2024-12-15 17:44:15,2.04%,3.31%,0%,0.646%,0%,93.5%
2024-12-15 17:44:30,2.10%,3.21%,0.00391%,0.652%,0%,87.6%
2024-12-15 17:44:45,2.20%,3.46%,0.00417%,0.771%,0%,93.5%
2024-12-15 17:45:00,2.24%,3.21%,0.0117%,0.691%,0%,87.5%
2024-12-15 17:45:15,2.11%,3.37%,0.00417%,0.608%,0%,93.6%
2024-12-15 17:45:30,1.96%,3.06%,0%,0.732%,0%,87.4%
2024-12-15 17:45:45,2.15%,3.13%,0.00417%,0.837%,0%,93.5%
2024-12-15 17:46:00,2.10%,3.11%,0%,0.711%,0%,91.2%
2024-12-15 17:46:15,2.11%,3.55%,0.00417%,0.696%,0%,93.4%
2024-12-15 17:46:30,2.04%,3.10%,0%,0.684%,0%,87.8%
2024-12-15 17:46:45,2.11%,3.16%,0%,0.679%,0%,88.0%
2024-12-15 17:47:00,2.18%,3.18%,0.00798%,0.646%,0%,89.5%
2024-12-15 17:47:15,2.25%,3.49%,0.00833%,0.725%,0%,93.3%
2024-12-15 17:47:30,2.07%,3.31%,0%,0.699%,0%,87.6%
2024-12-15 17:47:45,2.15%,3.32%,0.00417%,0.771%,0%,93.5%
2024-12-15 17:48:00,2.07%,2.88%,0.00390%,0.651%,0%,87.5%
2024-12-15 17:48:15,2.15%,3.60%,0%,0.738%,0%,93.2%
2024-12-15 17:48:30,2.19%,3.12%,0%,0.640%,0%,87.8%
2024-12-15 17:48:45,2.25%,3.33%,0.00417%,0.550%,0%,93.6%
2024-12-15 17:49:00,2.15%,3.29%,0%,0.638%,0%,93.5%
2024-12-15 17:49:15,2.25%,3.32%,0.0458%,0.775%,0%,93.3%
2024-12-15 17:49:30,2.22%,3.40%,0.00417%,0.829%,0%,93.5%
2024-12-15 17:49:45,2.20%,3.50%,0.00417%,0.737%,0%,93.5%
2024-12-15 17:50:00,2.18%,3.73%,0%,0.683%,0%,93.5%
2024-12-15 17:50:15,2.15%,3.66%,0%,0.763%,0%,93.3%
2024-12-15 17:50:30,2.03%,3.20%,0%,0.725%,0%,93.6%
2024-12-15 17:50:45,2.21%,3.02%,0.00417%,0.712%,0%,93.8%
2024-12-15 17:51:00,2.17%,3.51%,0.00417%,0.671%,0%,93.8%
2024-12-15 17:51:15,2.14%,3.34%,0.0583%,0.638%,0%,93.6%
2024-12-15 17:51:30,2.21%,3.23%,0%,0.783%,0%,93.6%
2024-12-15 17:51:45,2.42%,3.15%,0.00417%,0.675%,0%,93.7%
2024-12-15 17:52:00,2.11%,3.27%,0.00417%,0.792%,0%,93.7%
2024-12-15 17:52:15,2.09%,3.40%,0%,0.696%,0%,93.6%
2024-12-15 17:52:30,2.13%,3.41%,0.00417%,0.683%,0%,93.7%
2024-12-15 17:52:45,2.05%,3.39%,0%,0.775%,0%,93.7%
2024-12-15 17:53:00,2.04%,3.33%,0.00417%,0.625%,0%,93.7%
2024-12-15 17:53:15,2.16%,3.11%,0.00778%,0.673%,0%,87.5%
