"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-15 17:42:45,15.5 GiB,1.86 GiB,1.94 GiB,11.7 GiB,556 MiB
2024-12-15 17:43:00,15.5 GiB,1.87 GiB,1.94 GiB,11.7 GiB,556 MiB
2024-12-15 17:43:15,15.5 GiB,2.43 GiB,2.00 GiB,11.1 GiB,555 MiB
2024-12-15 17:43:30,15.5 GiB,2.43 GiB,2.04 GiB,11.1 GiB,555 MiB
2024-12-15 17:43:45,15.5 GiB,2.46 GiB,2.12 GiB,11.0 GiB,555 MiB
2024-12-15 17:44:00,15.5 GiB,2.48 GiB,2.16 GiB,10.9 GiB,555 MiB
2024-12-15 17:44:15,15.5 GiB,2.51 GiB,2.24 GiB,10.8 GiB,555 MiB
2024-12-15 17:44:30,15.5 GiB,2.51 GiB,2.28 GiB,10.8 GiB,555 MiB
2024-12-15 17:44:45,15.5 GiB,2.53 GiB,2.36 GiB,10.7 GiB,555 MiB
2024-12-15 17:45:00,15.5 GiB,2.54 GiB,2.40 GiB,10.6 GiB,554 MiB
2024-12-15 17:45:15,15.5 GiB,2.58 GiB,2.48 GiB,10.5 GiB,554 MiB
2024-12-15 17:45:30,15.5 GiB,2.59 GiB,2.52 GiB,10.4 GiB,554 MiB
2024-12-15 17:45:45,15.5 GiB,2.59 GiB,2.56 GiB,10.4 GiB,554 MiB
2024-12-15 17:46:00,15.5 GiB,2.60 GiB,2.64 GiB,10.3 GiB,554 MiB
2024-12-15 17:46:15,15.5 GiB,2.63 GiB,2.68 GiB,10.2 GiB,554 MiB
2024-12-15 17:46:30,15.5 GiB,2.63 GiB,2.76 GiB,10.2 GiB,554 MiB
2024-12-15 17:46:45,15.5 GiB,2.64 GiB,2.80 GiB,10.1 GiB,554 MiB
2024-12-15 17:47:00,15.5 GiB,2.66 GiB,2.88 GiB,10.0 GiB,554 MiB
2024-12-15 17:47:15,15.5 GiB,2.68 GiB,2.92 GiB,9.95 GiB,554 MiB
2024-12-15 17:47:30,15.5 GiB,2.69 GiB,3.00 GiB,9.86 GiB,554 MiB
2024-12-15 17:47:45,15.5 GiB,2.70 GiB,3.03 GiB,9.81 GiB,554 MiB
2024-12-15 17:48:00,15.5 GiB,2.70 GiB,3.12 GiB,9.73 GiB,554 MiB
2024-12-15 17:48:15,15.5 GiB,2.71 GiB,3.16 GiB,9.68 GiB,554 MiB
2024-12-15 17:48:30,15.5 GiB,2.73 GiB,3.24 GiB,9.58 GiB,554 MiB
2024-12-15 17:48:45,15.5 GiB,2.75 GiB,3.28 GiB,9.52 GiB,554 MiB
2024-12-15 17:49:00,15.5 GiB,2.75 GiB,3.31 GiB,9.49 GiB,554 MiB
2024-12-15 17:49:15,15.5 GiB,2.78 GiB,3.40 GiB,9.37 GiB,554 MiB
2024-12-15 17:49:30,15.5 GiB,2.79 GiB,3.44 GiB,9.33 GiB,554 MiB
2024-12-15 17:49:45,15.5 GiB,2.80 GiB,3.51 GiB,9.23 GiB,554 MiB
2024-12-15 17:50:00,15.5 GiB,2.82 GiB,3.55 GiB,9.17 GiB,554 MiB
2024-12-15 17:50:15,15.5 GiB,2.85 GiB,3.63 GiB,9.07 GiB,554 MiB
2024-12-15 17:50:30,15.5 GiB,2.85 GiB,3.67 GiB,9.03 GiB,554 MiB
2024-12-15 17:50:45,15.5 GiB,2.87 GiB,3.75 GiB,8.93 GiB,554 MiB
2024-12-15 17:51:00,15.5 GiB,2.89 GiB,3.79 GiB,8.87 GiB,554 MiB
2024-12-15 17:51:15,15.5 GiB,2.93 GiB,3.88 GiB,8.74 GiB,554 MiB
2024-12-15 17:51:30,15.5 GiB,2.92 GiB,3.91 GiB,8.71 GiB,554 MiB
2024-12-15 17:51:45,15.5 GiB,2.93 GiB,4.00 GiB,8.62 GiB,554 MiB
2024-12-15 17:52:00,15.5 GiB,2.93 GiB,4.04 GiB,8.58 GiB,554 MiB
2024-12-15 17:52:15,15.5 GiB,2.94 GiB,4.12 GiB,8.49 GiB,554 MiB
2024-12-15 17:52:30,15.5 GiB,2.96 GiB,4.16 GiB,8.43 GiB,554 MiB
2024-12-15 17:52:45,15.5 GiB,2.97 GiB,4.24 GiB,8.34 GiB,554 MiB
2024-12-15 17:53:00,15.5 GiB,2.98 GiB,4.28 GiB,8.29 GiB,554 MiB
2024-12-15 17:53:15,15.5 GiB,3.01 GiB,4.32 GiB,8.22 GiB,554 MiB
