"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-16 05:00:15,0.273%,0.201%,0.156%,0.0683%,0%,90.3%
2024-12-16 05:00:30,0.304%,0.833%,0.0125%,0.0958%,0%,98.7%
2024-12-16 05:00:45,0.391%,0.771%,0.00760%,0.148%,0%,89.7%
2024-12-16 05:01:00,0.604%,0.716%,0%,0.125%,0%,98.4%
2024-12-16 05:01:15,0.494%,0.756%,0.00380%,0.106%,0%,89.7%
2024-12-16 05:01:30,0.608%,0.800%,0.00833%,0.167%,0%,98.2%
2024-12-16 05:01:45,0.428%,0.572%,0.00379%,0.140%,0%,89.6%
2024-12-16 05:02:00,0.592%,0.721%,0%,0.217%,0%,98.4%
2024-12-16 05:02:15,0.479%,0.691%,0.00380%,0.125%,0%,89.7%
2024-12-16 05:02:30,0.508%,0.908%,0.00417%,0.137%,0%,98.2%
2024-12-16 05:02:45,0.520%,0.672%,0.00380%,0.129%,0%,89.7%
2024-12-16 05:03:00,0.533%,0.675%,0.00833%,0.167%,0%,98.4%
2024-12-16 05:03:15,0.517%,0.629%,0%,0.138%,0%,98.4%
2024-12-16 05:03:30,0.554%,0.775%,0.00833%,0.137%,0%,98.3%
2024-12-16 05:03:45,0.479%,0.746%,0.00417%,0.188%,0%,98.4%
2024-12-16 05:04:00,0.458%,0.738%,0.00417%,0.121%,0%,98.4%
2024-12-16 05:04:15,0.500%,0.675%,0%,0.183%,0%,98.3%
2024-12-16 05:04:30,0.554%,0.817%,0.00833%,0.150%,0%,98.3%
2024-12-16 05:04:45,0.504%,0.654%,0%,0.162%,0%,98.5%
2024-12-16 05:05:00,0.550%,0.750%,0%,0.142%,0%,98.3%
2024-12-16 05:05:15,0.554%,0.612%,0%,0.121%,0%,98.5%
2024-12-16 05:05:30,0.583%,0.717%,0.00417%,0.125%,0%,98.3%
2024-12-16 05:05:45,0.500%,0.629%,0.00833%,0.163%,0%,98.5%
2024-12-16 05:06:00,0.534%,0.583%,0.00379%,0.106%,0%,89.6%
2024-12-16 05:06:15,0.500%,0.742%,0.00417%,0.146%,0%,98.4%
2024-12-16 05:06:30,0.470%,0.842%,0%,0.171%,0%,89.4%
2024-12-16 05:06:45,0.533%,0.650%,0.00417%,0.121%,0%,98.5%
2024-12-16 05:07:00,0.436%,0.668%,0.00379%,0.167%,0%,89.5%
2024-12-16 05:07:15,0.554%,0.587%,0.00417%,0.150%,0%,98.4%
2024-12-16 05:07:30,0.529%,0.764%,0%,0.178%,0%,89.0%
2024-12-16 05:07:45,0.537%,0.617%,0.00417%,0.0958%,0%,98.5%
2024-12-16 05:08:00,0.514%,0.559%,0.00378%,0.102%,0%,89.3%
2024-12-16 05:08:15,0.550%,0.737%,0.00417%,0.179%,0%,98.2%
2024-12-16 05:08:30,0.558%,0.619%,0.00380%,0.163%,0%,89.6%
2024-12-16 05:08:45,0.517%,0.679%,0.00417%,0.167%,0%,98.4%
2024-12-16 05:09:00,0.508%,0.675%,0.00379%,0.140%,0%,89.5%
2024-12-16 05:09:15,0.467%,0.746%,0.00417%,0.154%,0%,98.5%
2024-12-16 05:09:30,0.527%,0.799%,0%,0.129%,0%,89.3%
2024-12-16 05:09:45,0.521%,0.671%,0.00833%,0.175%,0%,98.4%
2024-12-16 05:10:00,0.468%,0.581%,0.00377%,0.155%,0%,89.2%
2024-12-16 05:10:15,0.575%,0.683%,0.00834%,0.183%,0%,98.5%
2024-12-16 05:10:30,0.531%,0.728%,0.00379%,0.144%,0%,89.4%
2024-12-16 05:10:45,0.479%,0.687%,0%,0.167%,0%,98.4%
