"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-16 00:19:30,15.5 GiB,2.28 GiB,3.64 GiB,9.63 GiB,471 MiB
2024-12-16 00:19:45,15.5 GiB,2.51 GiB,3.62 GiB,9.42 GiB,471 MiB
2024-12-16 00:20:00,15.5 GiB,2.62 GiB,3.63 GiB,9.30 GiB,471 MiB
2024-12-16 00:20:15,15.5 GiB,2.74 GiB,3.64 GiB,9.17 GiB,471 MiB
2024-12-16 00:20:30,15.5 GiB,2.78 GiB,3.65 GiB,9.12 GiB,471 MiB
2024-12-16 00:20:45,15.5 GiB,2.80 GiB,3.66 GiB,9.09 GiB,471 MiB
2024-12-16 00:21:00,15.5 GiB,2.94 GiB,3.67 GiB,8.93 GiB,471 MiB
2024-12-16 00:21:15,15.5 GiB,2.97 GiB,3.68 GiB,8.90 GiB,471 MiB
2024-12-16 00:21:30,15.5 GiB,3.00 GiB,3.70 GiB,8.85 GiB,471 MiB
2024-12-16 00:21:45,15.5 GiB,3.03 GiB,3.71 GiB,8.82 GiB,471 MiB
2024-12-16 00:22:00,15.5 GiB,3.17 GiB,3.72 GiB,8.66 GiB,471 MiB
2024-12-16 00:22:15,15.5 GiB,3.18 GiB,3.73 GiB,8.64 GiB,471 MiB
2024-12-16 00:22:30,15.5 GiB,3.19 GiB,3.74 GiB,8.61 GiB,471 MiB
2024-12-16 00:22:45,15.5 GiB,3.21 GiB,3.75 GiB,8.58 GiB,471 MiB
2024-12-16 00:23:00,15.5 GiB,3.29 GiB,3.76 GiB,8.50 GiB,471 MiB
2024-12-16 00:23:15,15.5 GiB,3.41 GiB,3.78 GiB,8.36 GiB,471 MiB
2024-12-16 00:23:30,15.5 GiB,3.42 GiB,3.78 GiB,8.35 GiB,471 MiB
2024-12-16 00:23:45,15.5 GiB,3.45 GiB,3.80 GiB,8.30 GiB,471 MiB
2024-12-16 00:24:00,15.5 GiB,3.47 GiB,3.81 GiB,8.27 GiB,471 MiB
2024-12-16 00:24:15,15.5 GiB,3.49 GiB,3.81 GiB,8.24 GiB,471 MiB
2024-12-16 00:24:30,15.5 GiB,3.56 GiB,3.83 GiB,8.16 GiB,471 MiB
2024-12-16 00:24:45,15.5 GiB,3.57 GiB,3.84 GiB,8.14 GiB,471 MiB
2024-12-16 00:25:00,15.5 GiB,3.63 GiB,3.85 GiB,8.07 GiB,471 MiB
2024-12-16 00:25:15,15.5 GiB,3.64 GiB,3.86 GiB,8.05 GiB,471 MiB
2024-12-16 00:25:30,15.5 GiB,3.66 GiB,3.88 GiB,8.01 GiB,471 MiB
2024-12-16 00:25:45,15.5 GiB,3.67 GiB,3.88 GiB,8.00 GiB,471 MiB
2024-12-16 00:26:00,15.5 GiB,3.71 GiB,3.90 GiB,7.94 GiB,471 MiB
2024-12-16 00:26:15,15.5 GiB,3.73 GiB,3.91 GiB,7.91 GiB,471 MiB
2024-12-16 00:26:30,15.5 GiB,3.73 GiB,3.91 GiB,7.91 GiB,471 MiB
2024-12-16 00:26:45,15.5 GiB,3.75 GiB,3.93 GiB,7.87 GiB,471 MiB
2024-12-16 00:27:00,15.5 GiB,3.77 GiB,3.94 GiB,7.84 GiB,471 MiB
2024-12-16 00:27:15,15.5 GiB,3.80 GiB,3.95 GiB,7.79 GiB,471 MiB
2024-12-16 00:27:30,15.5 GiB,3.81 GiB,3.96 GiB,7.78 GiB,471 MiB
2024-12-16 00:27:45,15.5 GiB,3.84 GiB,3.98 GiB,7.74 GiB,471 MiB
2024-12-16 00:28:00,15.5 GiB,3.86 GiB,3.98 GiB,7.70 GiB,471 MiB
2024-12-16 00:28:15,15.5 GiB,3.88 GiB,4.00 GiB,7.67 GiB,471 MiB
2024-12-16 00:28:30,15.5 GiB,3.89 GiB,4.01 GiB,7.65 GiB,471 MiB
2024-12-16 00:28:45,15.5 GiB,3.91 GiB,4.01 GiB,7.63 GiB,471 MiB
2024-12-16 00:29:00,15.5 GiB,3.95 GiB,4.03 GiB,7.57 GiB,471 MiB
2024-12-16 00:29:15,15.5 GiB,3.96 GiB,4.04 GiB,7.55 GiB,471 MiB
2024-12-16 00:29:30,15.5 GiB,3.99 GiB,4.05 GiB,7.51 GiB,471 MiB
2024-12-16 00:29:45,15.5 GiB,4.00 GiB,4.06 GiB,7.49 GiB,471 MiB
