"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-16 00:19:30,0.0750%,0.0792%,0.00833%,0.0167%,0%,99.7%
2024-12-16 00:19:45,0.387%,1.37%,0.325%,0.237%,0%,97.6%
2024-12-16 00:20:00,0.788%,2.59%,0.00833%,0.396%,0%,96.2%
2024-12-16 00:20:15,0.600%,0.750%,0.0292%,0.333%,0%,98.4%
2024-12-16 00:20:30,0.583%,0.846%,0.0208%,0.288%,0%,98.4%
2024-12-16 00:20:45,0.455%,0.613%,0.0147%,0.187%,0%,86.7%
2024-12-16 00:21:00,0.671%,0.883%,0.00833%,0.313%,0%,98.3%
2024-12-16 00:21:15,0.436%,0.609%,0.00733%,0.227%,0%,86.7%
2024-12-16 00:21:30,0.621%,0.687%,0.0125%,0.142%,0%,98.5%
2024-12-16 00:21:45,0.484%,0.755%,0.0183%,0.209%,0%,86.6%
2024-12-16 00:22:00,0.612%,0.696%,0.0125%,0.287%,0%,98.4%
2024-12-16 00:22:15,0.573%,0.753%,0.0110%,0.209%,0%,86.7%
2024-12-16 00:22:30,0.563%,0.742%,0.00833%,0.163%,0%,98.5%
2024-12-16 00:22:45,0.440%,0.605%,0.0110%,0.246%,0%,86.7%
2024-12-16 00:23:00,0.679%,0.975%,0.0167%,0.308%,0%,98.1%
2024-12-16 00:23:15,0.499%,0.664%,0.0110%,0.253%,0%,86.6%
2024-12-16 00:23:30,0.508%,0.704%,0.0167%,0.204%,0%,98.6%
2024-12-16 00:23:45,0.462%,0.609%,0.0183%,0.260%,0%,86.6%
2024-12-16 00:24:00,0.613%,0.846%,0.0125%,0.142%,0%,98.2%
2024-12-16 00:24:15,0.546%,0.650%,0.0125%,0.158%,0%,98.5%
2024-12-16 00:24:30,0.500%,0.804%,0.0208%,0.308%,0%,98.4%
2024-12-16 00:24:45,0.583%,0.696%,0.0125%,0.329%,0%,98.5%
2024-12-16 00:25:00,0.525%,0.946%,0.00833%,0.267%,0%,98.3%
2024-12-16 00:25:15,0.579%,0.692%,0.0167%,0.183%,0%,98.5%
2024-12-16 00:25:30,0.525%,0.737%,0.0250%,0.196%,0%,98.4%
2024-12-16 00:25:45,0.554%,0.800%,0.0125%,0.337%,0%,98.5%
2024-12-16 00:26:00,0.471%,0.708%,0.0208%,0.229%,0%,98.5%
2024-12-16 00:26:15,0.592%,0.621%,0.0125%,0.292%,0%,98.5%
2024-12-16 00:26:30,0.570%,0.654%,0.0110%,0.267%,0%,86.3%
2024-12-16 00:26:45,0.488%,0.704%,0.0125%,0.254%,0%,98.5%
2024-12-16 00:27:00,0.477%,0.762%,0.0109%,0.215%,0%,85.9%
2024-12-16 00:27:15,0.596%,0.762%,0.0125%,0.292%,0%,98.5%
2024-12-16 00:27:30,0.544%,0.632%,0.0184%,0.254%,0%,86.8%
2024-12-16 00:27:45,0.533%,0.733%,0.00833%,0.304%,0%,98.5%
2024-12-16 00:28:00,0.591%,0.785%,0.0110%,0.301%,0%,86.5%
2024-12-16 00:28:15,0.517%,0.858%,0.00833%,0.162%,0%,98.4%
2024-12-16 00:28:30,0.513%,0.623%,0.0110%,0.253%,0%,86.6%
2024-12-16 00:28:45,0.525%,0.621%,0.0125%,0.275%,0%,98.5%
2024-12-16 00:29:00,0.540%,0.697%,0.0183%,0.175%,0%,86.1%
2024-12-16 00:29:15,0.688%,0.663%,0.0125%,0.183%,0%,98.5%
2024-12-16 00:29:30,0.535%,0.634%,0.0110%,0.231%,0%,86.5%
2024-12-16 00:29:45,0.596%,0.771%,0.0208%,0.292%,0%,98.5%
