"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-16 01:33:30,0.217%,0.196%,0.00417%,0.0375%,0%,99.5%
2024-12-16 01:33:45,0.380%,0.163%,0.00362%,0.0579%,0%,86.2%
2024-12-16 01:34:00,0.813%,1.15%,0.0167%,0.233%,0%,97.7%
2024-12-16 01:34:15,0.713%,1.19%,0.00364%,0.102%,0%,85.3%
2024-12-16 01:34:30,0.804%,0.887%,0%,0.100%,0%,97.8%
2024-12-16 01:34:45,0.778%,1.19%,0%,0.153%,0%,85.1%
2024-12-16 01:35:00,0.908%,1.12%,0.00833%,0.146%,0%,97.6%
2024-12-16 01:35:15,0.661%,1.11%,0%,0.145%,0%,84.6%
2024-12-16 01:35:30,0.788%,1.27%,0.00834%,0.150%,0%,97.6%
2024-12-16 01:35:45,0.817%,1.39%,0.00417%,0.183%,0%,97.8%
2024-12-16 01:36:00,0.492%,0.675%,0.00417%,0.154%,0%,98.6%
2024-12-16 01:36:15,0.517%,0.921%,0%,0.154%,0%,98.3%
2024-12-16 01:36:30,0.654%,0.904%,0%,0.163%,0%,98.1%
2024-12-16 01:36:45,0.796%,1.45%,0%,0.175%,0%,97.6%
2024-12-16 01:37:00,0.846%,1.13%,0%,0.167%,0%,97.5%
2024-12-16 01:37:15,0.800%,1.52%,0.00417%,0.213%,0%,97.4%
2024-12-16 01:37:30,0.640%,1.18%,0%,0.166%,0%,84.8%
2024-12-16 01:37:45,0.837%,1.15%,0.00833%,0.267%,0%,97.6%
2024-12-16 01:38:00,0.652%,1.13%,0%,0.198%,0%,84.4%
2024-12-16 01:38:15,0.817%,1.51%,0%,0.221%,0%,97.5%
2024-12-16 01:38:30,0.690%,1.01%,0.0109%,0.156%,0%,85.1%
2024-12-16 01:38:45,0.787%,1.16%,0.00417%,0.162%,0%,97.8%
2024-12-16 01:39:00,0.672%,1.09%,0.00363%,0.145%,0%,85.0%
2024-12-16 01:39:15,0.917%,1.46%,0%,0.246%,0%,97.5%
2024-12-16 01:39:30,0.789%,0.991%,0%,0.170%,0%,84.8%
2024-12-16 01:39:45,0.738%,1.41%,0.00417%,0.150%,0%,97.6%
2024-12-16 01:40:00,0.650%,1.06%,0%,0.134%,0%,84.7%
2024-12-16 01:40:15,0.917%,1.53%,0.00833%,0.146%,0%,97.3%
2024-12-16 01:40:30,0.777%,1.05%,0%,0.171%,0%,85.0%
2024-12-16 01:40:45,0.983%,1.33%,0.00833%,0.221%,0%,97.5%
2024-12-16 01:41:00,0.858%,1.48%,0.00417%,0.246%,0%,97.5%
2024-12-16 01:41:15,1.000%,1.40%,0.00833%,0.217%,0%,97.3%
2024-12-16 01:41:30,0.887%,1.27%,0.0125%,0.171%,0%,97.6%
2024-12-16 01:41:45,0.800%,1.36%,0.00833%,0.196%,0%,97.4%
2024-12-16 01:42:00,0.833%,1.24%,0.00417%,0.229%,0%,97.5%
2024-12-16 01:42:15,0.787%,1.26%,0.00833%,0.208%,0%,97.5%
2024-12-16 01:42:30,0.821%,1.22%,0.00833%,0.183%,0%,97.7%
2024-12-16 01:42:45,0.693%,1.19%,0.0109%,0.149%,0%,84.8%
2024-12-16 01:43:00,0.854%,1.15%,0.00833%,0.196%,0%,97.6%
2024-12-16 01:43:15,0.798%,1.02%,0.00725%,0.145%,0%,85.0%
2024-12-16 01:43:30,0.921%,1.29%,0.00417%,0.204%,0%,97.6%
2024-12-16 01:43:45,0.785%,1.11%,0.00724%,0.166%,0%,84.8%
2024-12-16 01:44:00,0.950%,1.18%,0.0125%,0.171%,0%,97.6%
