"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-16 01:33:30,15.5 GiB,3.89 GiB,4.29 GiB,7.37 GiB,456 MiB
2024-12-16 01:33:45,15.5 GiB,4.39 GiB,4.29 GiB,6.87 GiB,455 MiB
2024-12-16 01:34:00,15.5 GiB,4.53 GiB,4.30 GiB,6.71 GiB,455 MiB
2024-12-16 01:34:15,15.5 GiB,4.76 GiB,4.40 GiB,6.39 GiB,455 MiB
2024-12-16 01:34:30,15.5 GiB,4.86 GiB,4.40 GiB,6.29 GiB,455 MiB
2024-12-16 01:34:45,15.5 GiB,5.05 GiB,4.40 GiB,6.10 GiB,455 MiB
2024-12-16 01:35:00,15.5 GiB,5.14 GiB,4.40 GiB,6.01 GiB,455 MiB
2024-12-16 01:35:15,15.5 GiB,5.29 GiB,4.40 GiB,5.85 GiB,455 MiB
2024-12-16 01:35:30,15.5 GiB,5.38 GiB,4.40 GiB,5.76 GiB,455 MiB
2024-12-16 01:35:45,15.5 GiB,5.48 GiB,4.40 GiB,5.67 GiB,455 MiB
2024-12-16 01:36:00,15.5 GiB,5.68 GiB,4.40 GiB,5.47 GiB,455 MiB
2024-12-16 01:36:15,15.5 GiB,5.78 GiB,4.40 GiB,5.36 GiB,455 MiB
2024-12-16 01:36:30,15.5 GiB,5.97 GiB,4.40 GiB,5.18 GiB,455 MiB
2024-12-16 01:36:45,15.5 GiB,6.07 GiB,4.40 GiB,5.08 GiB,455 MiB
2024-12-16 01:37:00,15.5 GiB,6.26 GiB,4.40 GiB,4.88 GiB,455 MiB
2024-12-16 01:37:15,15.5 GiB,6.38 GiB,4.40 GiB,4.77 GiB,455 MiB
2024-12-16 01:37:30,15.5 GiB,6.47 GiB,4.40 GiB,4.67 GiB,455 MiB
2024-12-16 01:37:45,15.5 GiB,6.66 GiB,4.40 GiB,4.48 GiB,455 MiB
2024-12-16 01:38:00,15.5 GiB,6.76 GiB,4.40 GiB,4.39 GiB,455 MiB
2024-12-16 01:38:15,15.5 GiB,6.96 GiB,4.40 GiB,4.19 GiB,455 MiB
2024-12-16 01:38:30,15.5 GiB,7.06 GiB,4.40 GiB,4.09 GiB,455 MiB
2024-12-16 01:38:45,15.5 GiB,7.23 GiB,4.40 GiB,3.91 GiB,455 MiB
2024-12-16 01:39:00,15.5 GiB,7.34 GiB,4.40 GiB,3.80 GiB,455 MiB
2024-12-16 01:39:15,15.5 GiB,7.42 GiB,4.40 GiB,3.73 GiB,455 MiB
2024-12-16 01:39:30,15.5 GiB,7.62 GiB,4.40 GiB,3.52 GiB,455 MiB
2024-12-16 01:39:45,15.5 GiB,7.72 GiB,4.40 GiB,3.42 GiB,455 MiB
2024-12-16 01:40:00,15.5 GiB,7.90 GiB,4.40 GiB,3.24 GiB,455 MiB
2024-12-16 01:40:15,15.5 GiB,8.01 GiB,4.40 GiB,3.13 GiB,455 MiB
2024-12-16 01:40:30,15.5 GiB,8.20 GiB,4.40 GiB,2.95 GiB,455 MiB
2024-12-16 01:40:45,15.5 GiB,8.29 GiB,4.40 GiB,2.86 GiB,455 MiB
2024-12-16 01:41:00,15.5 GiB,8.38 GiB,4.40 GiB,2.76 GiB,455 MiB
2024-12-16 01:41:15,15.5 GiB,8.58 GiB,4.40 GiB,2.56 GiB,455 MiB
2024-12-16 01:41:30,15.5 GiB,8.67 GiB,4.40 GiB,2.47 GiB,455 MiB
2024-12-16 01:41:45,15.5 GiB,8.86 GiB,4.41 GiB,2.28 GiB,455 MiB
2024-12-16 01:42:00,15.5 GiB,8.95 GiB,4.41 GiB,2.19 GiB,455 MiB
2024-12-16 01:42:15,15.5 GiB,9.16 GiB,4.41 GiB,1.98 GiB,455 MiB
2024-12-16 01:42:30,15.5 GiB,9.25 GiB,4.41 GiB,1.89 GiB,455 MiB
2024-12-16 01:42:45,15.5 GiB,9.35 GiB,4.41 GiB,1.79 GiB,455 MiB
2024-12-16 01:43:00,15.5 GiB,9.54 GiB,4.41 GiB,1.60 GiB,455 MiB
2024-12-16 01:43:15,15.5 GiB,9.64 GiB,4.41 GiB,1.50 GiB,455 MiB
2024-12-16 01:43:30,15.5 GiB,9.83 GiB,4.41 GiB,1.31 GiB,455 MiB
2024-12-16 01:43:45,15.5 GiB,9.91 GiB,4.41 GiB,1.23 GiB,455 MiB
2024-12-16 01:44:00,15.5 GiB,10.1 GiB,4.41 GiB,1.05 GiB,455 MiB
