"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-15 16:34:30,0.0944%,0.140%,0.0246%,0.0246%,0%,98.0%
2024-12-15 16:34:45,1.80%,1.45%,0.0292%,0.321%,0%,96.5%
2024-12-15 16:35:00,0.944%,1.60%,0.0123%,0.168%,0%,95.7%
2024-12-15 16:35:15,0.863%,1.50%,0.0125%,0.204%,0%,97.2%
2024-12-15 16:35:30,0.965%,1.68%,0.00410%,0.189%,0%,95.7%
2024-12-15 16:35:45,1.13%,1.62%,0.00833%,0.167%,0%,97.0%
2024-12-15 16:36:00,0.942%,1.34%,0.00411%,0.197%,0%,95.9%
2024-12-15 16:36:15,0.892%,1.58%,0%,0.196%,0%,97.1%
2024-12-15 16:36:30,1.11%,1.34%,0.00411%,0.214%,0%,95.8%
2024-12-15 16:36:45,0.992%,1.59%,0%,0.167%,0%,97.1%
2024-12-15 16:37:00,1.02%,1.34%,0.00822%,0.218%,0%,95.8%
2024-12-15 16:37:15,0.996%,1.30%,0.0125%,0.225%,0%,97.2%
2024-12-15 16:37:30,0.947%,1.39%,0.0164%,0.213%,0%,95.7%
2024-12-15 16:37:45,0.925%,1.29%,0.0125%,0.204%,0%,97.2%
2024-12-15 16:38:00,0.991%,1.44%,0.00822%,0.189%,0%,95.6%
2024-12-15 16:38:15,0.829%,1.53%,0.00833%,0.133%,0%,97.1%
2024-12-15 16:38:30,0.932%,1.61%,0.0164%,0.160%,0%,95.8%
2024-12-15 16:38:45,0.871%,1.59%,0.0125%,0.150%,0%,97.2%
2024-12-15 16:39:00,0.916%,1.46%,0.0123%,0.144%,0%,95.7%
2024-12-15 16:39:15,1.15%,1.53%,0.0125%,0.217%,0%,97.2%
2024-12-15 16:39:30,0.895%,1.35%,0.0164%,0.234%,0%,95.7%
2024-12-15 16:39:45,0.942%,1.39%,0.0167%,0.142%,0%,97.2%
2024-12-15 16:40:00,0.974%,1.41%,0.0205%,0.164%,0%,95.7%
2024-12-15 16:40:15,1.01%,1.47%,0.0125%,0.146%,0%,97.1%
2024-12-15 16:40:30,0.941%,1.53%,0.0329%,0.177%,0%,95.7%
2024-12-15 16:40:45,1.02%,1.54%,0.0167%,0.217%,0%,97.1%
2024-12-15 16:41:00,1.14%,1.44%,1.07%,0.230%,0%,94.3%
2024-12-15 16:41:15,0.925%,1.39%,0.175%,0.192%,0%,96.8%
