"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-15 16:34:30,15.5 GiB,3.74 GiB,799 MiB,11.0 GiB,444 MiB
2024-12-15 16:34:45,15.5 GiB,5.56 GiB,817 MiB,9.19 GiB,444 MiB
2024-12-15 16:35:00,15.5 GiB,5.84 GiB,820 MiB,8.90 GiB,444 MiB
2024-12-15 16:35:15,15.5 GiB,6.39 GiB,820 MiB,8.36 GiB,444 MiB
2024-12-15 16:35:30,15.5 GiB,6.65 GiB,821 MiB,8.10 GiB,444 MiB
2024-12-15 16:35:45,15.5 GiB,7.23 GiB,824 MiB,7.52 GiB,444 MiB
2024-12-15 16:36:00,15.5 GiB,7.51 GiB,825 MiB,7.23 GiB,444 MiB
2024-12-15 16:36:15,15.5 GiB,8.05 GiB,826 MiB,6.69 GiB,444 MiB
2024-12-15 16:36:30,15.5 GiB,8.32 GiB,826 MiB,6.42 GiB,444 MiB
2024-12-15 16:36:45,15.5 GiB,8.90 GiB,827 MiB,5.84 GiB,444 MiB
2024-12-15 16:37:00,15.5 GiB,9.16 GiB,828 MiB,5.58 GiB,444 MiB
2024-12-15 16:37:15,15.5 GiB,9.70 GiB,829 MiB,5.04 GiB,443 MiB
2024-12-15 16:37:30,15.5 GiB,9.97 GiB,829 MiB,4.76 GiB,443 MiB
2024-12-15 16:37:45,15.5 GiB,10.3 GiB,830 MiB,4.48 GiB,443 MiB
2024-12-15 16:38:00,15.5 GiB,10.8 GiB,831 MiB,3.92 GiB,443 MiB
2024-12-15 16:38:15,15.5 GiB,11.1 GiB,833 MiB,3.65 GiB,443 MiB
2024-12-15 16:38:30,15.5 GiB,11.6 GiB,834 MiB,3.09 GiB,443 MiB
2024-12-15 16:38:45,15.5 GiB,11.9 GiB,834 MiB,2.81 GiB,443 MiB
2024-12-15 16:39:00,15.5 GiB,12.5 GiB,835 MiB,2.24 GiB,443 MiB
2024-12-15 16:39:15,15.5 GiB,12.8 GiB,836 MiB,1.97 GiB,443 MiB
2024-12-15 16:39:30,15.5 GiB,13.3 GiB,836 MiB,1.43 GiB,443 MiB
2024-12-15 16:39:45,15.5 GiB,13.6 GiB,837 MiB,1.15 GiB,443 MiB
2024-12-15 16:40:00,15.5 GiB,14.1 GiB,839 MiB,601 MiB,443 MiB
2024-12-15 16:40:15,15.5 GiB,14.4 GiB,839 MiB,317 MiB,443 MiB
2024-12-15 16:40:30,15.5 GiB,14.7 GiB,749 MiB,154 MiB,726 MiB
2024-12-15 16:40:45,15.5 GiB,14.7 GiB,731 MiB,157 MiB,974 MiB
2024-12-15 16:41:00,15.5 GiB,14.7 GiB,674 MiB,158 MiB,1.44 GiB
2024-12-15 16:41:15,15.5 GiB,14.8 GiB,643 MiB,163 MiB,1.70 GiB
