"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-16 03:34:00,0.104%,0.246%,0.00834%,0.0417%,0%,99.5%
2024-12-16 03:34:15,0.377%,1.24%,0.0808%,0.227%,0%,90.6%
2024-12-16 03:34:30,0.600%,1.33%,0.00417%,0.217%,0%,97.7%
2024-12-16 03:34:45,0.571%,1.04%,0.0116%,0.181%,0%,90.7%
2024-12-16 03:35:00,0.700%,1.15%,0.00417%,0.146%,0%,97.8%
2024-12-16 03:35:15,0.505%,0.610%,0.00386%,0.158%,0%,91.2%
2024-12-16 03:35:30,0.741%,0.941%,0.0125%,0.254%,0%,98.1%
2024-12-16 03:35:45,0.574%,0.747%,0.0154%,0.197%,0%,90.7%
2024-12-16 03:36:00,0.546%,0.838%,0%,0.221%,0%,98.2%
2024-12-16 03:36:15,0.532%,0.751%,0.00770%,0.143%,0%,90.8%
2024-12-16 03:36:30,0.759%,0.838%,0.00834%,0.321%,0%,98.0%
2024-12-16 03:36:45,0.555%,0.759%,0.0116%,0.166%,0%,90.9%
2024-12-16 03:37:00,0.675%,0.687%,0.00417%,0.158%,0%,98.2%
2024-12-16 03:37:15,0.513%,0.640%,0%,0.174%,0%,91.0%
2024-12-16 03:37:30,0.704%,0.783%,0.00417%,0.200%,0%,98.1%
2024-12-16 03:37:45,0.604%,0.896%,0.0125%,0.183%,0%,98.2%
2024-12-16 03:38:00,0.538%,0.642%,0%,0.217%,0%,98.3%
2024-12-16 03:38:15,0.592%,0.804%,0.00417%,0.221%,0%,98.2%
2024-12-16 03:38:30,0.604%,1.03%,0.00833%,0.163%,0%,98.1%
2024-12-16 03:38:45,0.629%,0.813%,0.00417%,0.146%,0%,98.3%
2024-12-16 03:39:00,0.596%,0.700%,0.00417%,0.183%,0%,98.3%
2024-12-16 03:39:15,0.654%,0.792%,0.00417%,0.171%,0%,98.2%
2024-12-16 03:39:30,0.658%,0.788%,0.00834%,0.179%,0%,98.1%
2024-12-16 03:39:45,0.504%,0.408%,0.00417%,0.125%,0%,98.9%
2024-12-16 03:40:00,0.588%,0.737%,0.0125%,0.238%,0%,98.3%
2024-12-16 03:40:15,0.546%,0.679%,0.00417%,0.137%,0%,98.5%
2024-12-16 03:40:30,0.696%,0.896%,0.00833%,0.225%,0%,98.2%
2024-12-16 03:40:45,0.542%,0.621%,0.00833%,0.258%,0%,98.4%
2024-12-16 03:41:00,0.466%,0.693%,0.00385%,0.196%,0%,90.9%
2024-12-16 03:41:15,0.625%,0.792%,0.00834%,0.183%,0%,98.4%
2024-12-16 03:41:30,0.554%,0.704%,0.00770%,0.196%,0%,90.8%
2024-12-16 03:41:45,0.637%,0.721%,0.00417%,0.292%,0%,98.3%
2024-12-16 03:42:00,0.585%,0.581%,0.0115%,0.189%,0%,90.8%
2024-12-16 03:42:15,0.667%,0.687%,0.00417%,0.175%,0%,98.3%
2024-12-16 03:42:30,0.610%,0.783%,0.00384%,0.222%,0%,90.3%
2024-12-16 03:42:45,0.642%,0.750%,0.00417%,0.150%,0%,98.3%
2024-12-16 03:43:00,0.566%,0.566%,0.0154%,0.212%,0%,90.8%
2024-12-16 03:43:15,0.683%,0.729%,0.00833%,0.179%,0%,98.3%
2024-12-16 03:43:30,0.658%,0.846%,0.00385%,0.200%,0%,90.7%
2024-12-16 03:43:45,0.646%,0.617%,0.00833%,0.237%,0%,98.3%
2024-12-16 03:44:00,0.570%,0.743%,0.00385%,0.219%,0%,90.8%
2024-12-16 03:44:15,0.675%,0.750%,0.00833%,0.200%,0%,98.2%
