"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-15 20:40:45,15.5 GiB,2.08 GiB,1.80 GiB,11.7 GiB,473 MiB
2024-12-15 20:41:00,15.5 GiB,2.44 GiB,1.81 GiB,11.3 GiB,473 MiB
2024-12-15 20:41:15,15.5 GiB,2.48 GiB,1.84 GiB,11.2 GiB,473 MiB
2024-12-15 20:41:30,15.5 GiB,2.49 GiB,1.88 GiB,11.2 GiB,473 MiB
2024-12-15 20:41:45,15.5 GiB,2.50 GiB,1.91 GiB,11.1 GiB,473 MiB
2024-12-15 20:42:00,15.5 GiB,2.54 GiB,1.96 GiB,11.0 GiB,473 MiB
2024-12-15 20:42:15,15.5 GiB,2.55 GiB,1.98 GiB,11.0 GiB,473 MiB
2024-12-15 20:42:30,15.5 GiB,2.57 GiB,2.03 GiB,11.0 GiB,473 MiB
2024-12-15 20:42:45,15.5 GiB,2.58 GiB,2.05 GiB,10.9 GiB,473 MiB
2024-12-15 20:43:00,15.5 GiB,2.58 GiB,2.07 GiB,10.9 GiB,473 MiB
2024-12-15 20:43:15,15.5 GiB,2.60 GiB,2.12 GiB,10.8 GiB,473 MiB
2024-12-15 20:43:30,15.5 GiB,2.61 GiB,2.14 GiB,10.8 GiB,473 MiB
2024-12-15 20:43:45,15.5 GiB,2.63 GiB,2.19 GiB,10.7 GiB,473 MiB
2024-12-15 20:44:00,15.5 GiB,2.64 GiB,2.22 GiB,10.7 GiB,473 MiB
2024-12-15 20:44:15,15.5 GiB,2.66 GiB,2.26 GiB,10.6 GiB,473 MiB
2024-12-15 20:44:30,15.5 GiB,2.67 GiB,2.29 GiB,10.6 GiB,473 MiB
2024-12-15 20:44:45,15.5 GiB,2.68 GiB,2.33 GiB,10.5 GiB,473 MiB
2024-12-15 20:45:00,15.5 GiB,2.69 GiB,2.36 GiB,10.5 GiB,472 MiB
2024-12-15 20:45:15,15.5 GiB,2.69 GiB,2.41 GiB,10.4 GiB,472 MiB
2024-12-15 20:45:30,15.5 GiB,2.70 GiB,2.43 GiB,10.4 GiB,472 MiB
2024-12-15 20:45:45,15.5 GiB,2.72 GiB,2.45 GiB,10.4 GiB,472 MiB
2024-12-15 20:46:00,15.5 GiB,2.75 GiB,2.51 GiB,10.3 GiB,472 MiB
2024-12-15 20:46:15,15.5 GiB,2.76 GiB,2.53 GiB,10.3 GiB,472 MiB
2024-12-15 20:46:30,15.5 GiB,2.77 GiB,2.58 GiB,10.2 GiB,472 MiB
2024-12-15 20:46:45,15.5 GiB,2.77 GiB,2.61 GiB,10.2 GiB,472 MiB
2024-12-15 20:47:00,15.5 GiB,2.80 GiB,2.65 GiB,10.1 GiB,472 MiB
2024-12-15 20:47:15,15.5 GiB,2.80 GiB,2.68 GiB,10.1 GiB,472 MiB
2024-12-15 20:47:30,15.5 GiB,2.83 GiB,2.72 GiB,10.00 GiB,472 MiB
2024-12-15 20:47:45,15.5 GiB,2.84 GiB,2.75 GiB,9.96 GiB,472 MiB
2024-12-15 20:48:00,15.5 GiB,2.85 GiB,2.77 GiB,9.93 GiB,472 MiB
2024-12-15 20:48:15,15.5 GiB,2.88 GiB,2.82 GiB,9.85 GiB,472 MiB
2024-12-15 20:48:30,15.5 GiB,2.88 GiB,2.84 GiB,9.82 GiB,472 MiB
2024-12-15 20:48:45,15.5 GiB,2.90 GiB,2.89 GiB,9.76 GiB,472 MiB
2024-12-15 20:49:00,15.5 GiB,2.91 GiB,2.91 GiB,9.73 GiB,472 MiB
2024-12-15 20:49:15,15.5 GiB,2.93 GiB,2.96 GiB,9.66 GiB,472 MiB
2024-12-15 20:49:30,15.5 GiB,2.94 GiB,2.99 GiB,9.62 GiB,472 MiB
2024-12-15 20:49:45,15.5 GiB,2.97 GiB,3.03 GiB,9.55 GiB,472 MiB
2024-12-15 20:50:00,15.5 GiB,2.99 GiB,3.06 GiB,9.50 GiB,472 MiB
2024-12-15 20:50:15,15.5 GiB,3.00 GiB,3.10 GiB,9.44 GiB,472 MiB
2024-12-15 20:50:30,15.5 GiB,3.00 GiB,3.13 GiB,9.42 GiB,472 MiB
2024-12-15 20:50:45,15.5 GiB,3.01 GiB,3.15 GiB,9.38 GiB,472 MiB
2024-12-15 20:51:00,15.5 GiB,3.05 GiB,3.20 GiB,9.30 GiB,472 MiB
