"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-15 20:40:45,0.137%,0.246%,0.0125%,0.0333%,0%,99.5%
2024-12-15 20:41:00,0.583%,0.846%,0.0292%,0.158%,0%,98.4%
2024-12-15 20:41:15,2.22%,3.09%,0%,0.637%,0%,93.9%
2024-12-15 20:41:30,2.08%,3.35%,0%,0.767%,0%,93.8%
2024-12-15 20:41:45,2.11%,3.24%,0%,0.725%,0%,93.8%
2024-12-15 20:42:00,2.19%,3.51%,0.00833%,0.613%,0%,93.6%
2024-12-15 20:42:15,2.32%,3.32%,0.00417%,0.571%,0%,93.8%
2024-12-15 20:42:30,2.14%,3.25%,0.00417%,0.613%,0%,93.8%
2024-12-15 20:42:45,2.10%,3.45%,0%,0.692%,0%,93.8%
2024-12-15 20:43:00,1.96%,3.03%,0%,0.708%,0%,85.2%
2024-12-15 20:43:15,2.14%,3.42%,0%,0.529%,0%,93.8%
2024-12-15 20:43:30,1.79%,3.07%,0.00379%,0.621%,0%,85.2%
2024-12-15 20:43:45,2.10%,3.32%,0.00417%,0.600%,0%,93.8%
2024-12-15 20:44:00,1.87%,3.00%,0%,0.597%,0%,85.1%
2024-12-15 20:44:15,2.38%,3.20%,0.00417%,0.729%,0%,93.6%
2024-12-15 20:44:30,1.90%,2.93%,0%,0.673%,0%,84.9%
2024-12-15 20:44:45,2.18%,3.33%,0%,0.754%,0%,93.8%
2024-12-15 20:45:00,2.15%,3.30%,0.00755%,0.612%,0%,84.8%
2024-12-15 20:45:15,2.20%,3.25%,0%,0.671%,0%,93.7%
2024-12-15 20:45:30,1.89%,2.95%,0.00379%,0.720%,0%,85.3%
2024-12-15 20:45:45,2.04%,3.17%,0.00833%,0.762%,0%,93.8%
2024-12-15 20:46:00,1.97%,3.07%,0.0113%,0.608%,0%,84.8%
2024-12-15 20:46:15,2.21%,3.11%,0.00417%,0.550%,0%,93.8%
2024-12-15 20:46:30,1.89%,2.95%,0.00378%,0.597%,0%,85.1%
2024-12-15 20:46:45,2.19%,3.37%,0%,0.679%,0%,93.8%
2024-12-15 20:47:00,1.91%,3.10%,0%,0.571%,0%,84.9%
2024-12-15 20:47:15,2.20%,2.95%,0.0125%,0.721%,0%,93.8%
2024-12-15 20:47:30,1.83%,2.93%,0%,0.692%,0%,85.1%
2024-12-15 20:47:45,2.13%,3.29%,0%,0.575%,0%,93.8%
2024-12-15 20:48:00,2.18%,3.22%,0.00417%,0.642%,0%,93.8%
2024-12-15 20:48:15,2.04%,3.43%,0%,0.575%,0%,93.8%
2024-12-15 20:48:30,1.90%,3.34%,0%,0.688%,0%,93.8%
2024-12-15 20:48:45,2.25%,3.28%,0.00417%,0.638%,0%,93.8%
2024-12-15 20:49:00,2.18%,3.46%,0%,0.592%,0%,93.8%
2024-12-15 20:49:15,2.21%,3.14%,0.0333%,0.696%,0%,93.8%
2024-12-15 20:49:30,2.08%,3.40%,0%,0.617%,0%,93.9%
2024-12-15 20:49:45,2.16%,3.13%,0.00417%,0.767%,0%,93.8%
2024-12-15 20:50:00,2.23%,3.21%,0%,0.800%,0%,93.7%
2024-12-15 20:50:15,2.05%,3.16%,0.00417%,0.667%,0%,93.8%
2024-12-15 20:50:30,1.98%,3.38%,0%,0.833%,0%,93.8%
2024-12-15 20:50:45,1.96%,2.99%,0%,0.529%,0%,85.0%
2024-12-15 20:51:00,2.08%,3.36%,0%,0.733%,0%,93.7%
