"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-16 01:16:45,15.5 GiB,2.42 GiB,4.24 GiB,8.88 GiB,456 MiB
2024-12-16 01:17:00,15.5 GiB,2.99 GiB,4.24 GiB,8.32 GiB,456 MiB
2024-12-16 01:17:15,15.5 GiB,3.17 GiB,4.42 GiB,7.96 GiB,456 MiB
2024-12-16 01:17:30,15.5 GiB,3.23 GiB,4.51 GiB,7.81 GiB,456 MiB
2024-12-16 01:17:45,15.5 GiB,3.24 GiB,4.60 GiB,7.71 GiB,456 MiB
2024-12-16 01:18:00,15.5 GiB,3.37 GiB,4.77 GiB,7.40 GiB,456 MiB
2024-12-16 01:18:15,15.5 GiB,3.40 GiB,4.86 GiB,7.28 GiB,456 MiB
2024-12-16 01:18:30,15.5 GiB,3.49 GiB,5.04 GiB,7.02 GiB,456 MiB
2024-12-16 01:18:45,15.5 GiB,3.51 GiB,5.12 GiB,6.92 GiB,456 MiB
2024-12-16 01:19:00,15.5 GiB,3.61 GiB,5.21 GiB,6.73 GiB,456 MiB
2024-12-16 01:19:15,15.5 GiB,3.75 GiB,5.39 GiB,6.41 GiB,456 MiB
2024-12-16 01:19:30,15.5 GiB,3.76 GiB,5.48 GiB,6.32 GiB,456 MiB
2024-12-16 01:19:45,15.5 GiB,3.78 GiB,5.65 GiB,6.12 GiB,456 MiB
2024-12-16 01:20:00,15.5 GiB,3.81 GiB,5.74 GiB,6.00 GiB,456 MiB
2024-12-16 01:20:15,15.5 GiB,3.82 GiB,5.92 GiB,5.82 GiB,456 MiB
2024-12-16 01:20:30,15.5 GiB,3.82 GiB,6.00 GiB,5.72 GiB,456 MiB
2024-12-16 01:20:45,15.5 GiB,3.83 GiB,6.18 GiB,5.54 GiB,456 MiB
2024-12-16 01:21:00,15.5 GiB,3.86 GiB,6.27 GiB,5.42 GiB,456 MiB
2024-12-16 01:21:15,15.5 GiB,3.85 GiB,6.35 GiB,5.34 GiB,456 MiB
2024-12-16 01:21:30,15.5 GiB,3.87 GiB,6.53 GiB,5.15 GiB,456 MiB
2024-12-16 01:21:45,15.5 GiB,3.88 GiB,6.62 GiB,5.06 GiB,456 MiB
2024-12-16 01:22:00,15.5 GiB,3.90 GiB,6.79 GiB,4.85 GiB,456 MiB
2024-12-16 01:22:15,15.5 GiB,3.91 GiB,6.88 GiB,4.76 GiB,456 MiB
2024-12-16 01:22:30,15.5 GiB,3.93 GiB,7.05 GiB,4.57 GiB,456 MiB
2024-12-16 01:22:45,15.5 GiB,3.94 GiB,7.14 GiB,4.47 GiB,456 MiB
2024-12-16 01:23:00,15.5 GiB,3.96 GiB,7.23 GiB,4.36 GiB,456 MiB
2024-12-16 01:23:15,15.5 GiB,3.97 GiB,7.40 GiB,4.18 GiB,456 MiB
2024-12-16 01:23:30,15.5 GiB,3.97 GiB,7.49 GiB,4.08 GiB,456 MiB
2024-12-16 01:23:45,15.5 GiB,3.99 GiB,7.66 GiB,3.90 GiB,456 MiB
2024-12-16 01:24:00,15.5 GiB,4.02 GiB,7.75 GiB,3.78 GiB,456 MiB
2024-12-16 01:24:15,15.5 GiB,4.03 GiB,7.93 GiB,3.59 GiB,456 MiB
2024-12-16 01:24:30,15.5 GiB,4.02 GiB,8.02 GiB,3.51 GiB,456 MiB
2024-12-16 01:24:45,15.5 GiB,4.04 GiB,8.10 GiB,3.41 GiB,456 MiB
2024-12-16 01:25:00,15.5 GiB,4.07 GiB,8.28 GiB,3.20 GiB,456 MiB
2024-12-16 01:25:15,15.5 GiB,4.08 GiB,8.37 GiB,3.10 GiB,456 MiB
2024-12-16 01:25:30,15.5 GiB,4.08 GiB,8.54 GiB,2.92 GiB,456 MiB
2024-12-16 01:25:45,15.5 GiB,4.10 GiB,8.63 GiB,2.82 GiB,456 MiB
2024-12-16 01:26:00,15.5 GiB,4.13 GiB,8.81 GiB,2.61 GiB,456 MiB
2024-12-16 01:26:15,15.5 GiB,4.13 GiB,8.89 GiB,2.52 GiB,456 MiB
2024-12-16 01:26:30,15.5 GiB,4.12 GiB,8.98 GiB,2.45 GiB,456 MiB
2024-12-16 01:26:45,15.5 GiB,4.14 GiB,9.16 GiB,2.26 GiB,456 MiB
2024-12-16 01:27:00,15.5 GiB,4.14 GiB,9.24 GiB,2.16 GiB,456 MiB
