"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-15 19:34:30,0.0958%,0.0875%,0.183%,0.0417%,0%,99.6%
2024-12-15 19:34:45,0.510%,0.601%,0.0228%,0.152%,0%,90.0%
2024-12-15 19:35:00,0.729%,0.900%,0%,0.242%,0%,98.0%
2024-12-15 19:35:15,0.750%,0.983%,0%,0.213%,0%,97.9%
2024-12-15 19:35:30,0.621%,0.733%,0%,0.200%,0%,98.3%
2024-12-15 19:35:45,0.579%,0.704%,0.00417%,0.146%,0%,98.4%
2024-12-15 19:36:00,0.771%,0.708%,0.00417%,0.200%,0%,98.4%
2024-12-15 19:36:15,0.750%,0.858%,0.00417%,0.154%,0%,98.1%
2024-12-15 19:36:30,0.642%,0.725%,0.00417%,0.150%,0%,98.4%
2024-12-15 19:36:45,0.671%,0.837%,0.00833%,0.163%,0%,98.3%
2024-12-15 19:37:00,0.583%,0.750%,0%,0.133%,0%,98.3%
2024-12-15 19:37:15,0.650%,1.01%,0.00417%,0.187%,0%,98.2%
2024-12-15 19:37:30,0.596%,0.687%,0%,0.179%,0%,98.3%
2024-12-15 19:37:45,0.638%,0.604%,0%,0.179%,0%,98.4%
2024-12-15 19:38:00,0.646%,0.838%,0.00833%,0.158%,0%,98.4%
2024-12-15 19:38:15,0.612%,0.787%,0%,0.162%,0%,98.2%
2024-12-15 19:38:30,0.546%,0.730%,0%,0.138%,0%,90.7%
2024-12-15 19:38:45,0.596%,0.625%,0.00417%,0.150%,0%,98.3%
2024-12-15 19:39:00,0.551%,0.727%,0%,0.133%,0%,92.4%
2024-12-15 19:39:15,0.667%,0.875%,0%,0.158%,0%,98.2%
2024-12-15 19:39:30,0.545%,0.644%,0%,0.179%,0%,89.9%
2024-12-15 19:39:45,0.675%,0.788%,0.00833%,0.125%,0%,98.4%
2024-12-15 19:40:00,0.619%,0.719%,0%,0.103%,0%,90.3%
2024-12-15 19:40:15,0.646%,0.771%,0%,0.150%,0%,98.3%
2024-12-15 19:40:30,0.519%,0.824%,0.00382%,0.126%,0%,90.1%
2024-12-15 19:40:45,0.537%,0.662%,0.00417%,0.129%,0%,98.3%
2024-12-15 19:41:00,0.609%,0.625%,0%,0.194%,0%,89.9%
2024-12-15 19:41:15,0.550%,0.713%,0%,0.221%,0%,98.3%
2024-12-15 19:41:30,0.630%,0.726%,0%,0.160%,0%,90.3%
2024-12-15 19:41:45,0.600%,0.758%,0%,0.125%,0%,98.3%
2024-12-15 19:42:00,0.611%,0.630%,0.00382%,0.176%,0%,90.2%
2024-12-15 19:42:15,0.604%,0.971%,0.00417%,0.171%,0%,98.2%
2024-12-15 19:42:30,0.550%,0.729%,0.00382%,0.145%,0%,90.2%
2024-12-15 19:42:45,0.554%,0.783%,0%,0.187%,0%,98.4%
2024-12-15 19:43:00,0.529%,0.849%,0%,0.175%,0%,89.9%
2024-12-15 19:43:15,0.596%,0.850%,0.00417%,0.163%,0%,98.3%
2024-12-15 19:43:30,0.729%,0.846%,0%,0.179%,0%,98.2%
2024-12-15 19:43:45,0.571%,0.700%,0.00417%,0.154%,0%,98.4%
2024-12-15 19:44:00,0.633%,0.733%,0.00417%,0.133%,0%,98.4%
2024-12-15 19:44:15,0.583%,0.804%,0.00417%,0.142%,0%,98.3%
2024-12-15 19:44:30,0.700%,0.637%,0%,0.150%,0%,98.3%
2024-12-15 19:44:45,0.625%,0.713%,0%,0.192%,0%,98.4%
