"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-16 03:04:45,0.196%,0.217%,0.00417%,0.0250%,0%,99.4%
2024-12-16 03:05:00,0.888%,1.02%,0.0388%,0.302%,0%,90.9%
2024-12-16 03:05:15,1.05%,1.29%,0%,0.313%,0%,97.2%
2024-12-16 03:05:30,0.837%,1.29%,0.00388%,0.213%,0%,90.6%
2024-12-16 03:05:45,0.925%,1.31%,0.00417%,0.279%,0%,97.3%
2024-12-16 03:06:00,0.853%,1.39%,0%,0.278%,0%,90.1%
2024-12-16 03:06:15,0.809%,1.18%,0.00417%,0.217%,0%,97.5%
2024-12-16 03:06:30,0.772%,1.18%,0%,0.264%,0%,90.9%
2024-12-16 03:06:45,1.04%,1.43%,0.00417%,0.346%,0%,97.2%
2024-12-16 03:07:00,0.903%,1.14%,0.0155%,0.279%,0%,90.5%
2024-12-16 03:07:15,1.13%,1.38%,0%,0.258%,0%,97.4%
2024-12-16 03:07:30,0.958%,1.32%,0.00388%,0.353%,0%,90.6%
2024-12-16 03:07:45,0.879%,1.18%,0.00417%,0.267%,0%,97.5%
2024-12-16 03:08:00,0.954%,1.48%,0.00834%,0.354%,0%,97.2%
2024-12-16 03:08:15,1.01%,1.55%,0%,0.308%,0%,97.2%
2024-12-16 03:08:30,0.913%,1.30%,0.00417%,0.292%,0%,97.4%
2024-12-16 03:08:45,0.921%,1.28%,0.00417%,0.367%,0%,97.5%
2024-12-16 03:09:00,0.871%,1.50%,0%,0.321%,0%,97.3%
2024-12-16 03:09:15,0.938%,1.27%,0%,0.275%,0%,97.4%
2024-12-16 03:09:30,0.975%,1.53%,0.0125%,0.358%,0%,97.1%
2024-12-16 03:09:45,1.02%,1.40%,0.00417%,0.287%,0%,97.2%
2024-12-16 03:10:00,1.08%,1.16%,0%,0.263%,0%,97.5%
2024-12-16 03:10:15,0.867%,1.27%,0%,0.258%,0%,97.5%
2024-12-16 03:10:30,1.04%,1.56%,0.00417%,0.396%,0%,97.0%
2024-12-16 03:10:45,0.904%,1.38%,0.00417%,0.342%,0%,97.4%
2024-12-16 03:11:00,0.954%,1.24%,0%,0.308%,0%,97.4%
2024-12-16 03:11:15,1.03%,1.54%,0%,0.304%,0%,97.2%
2024-12-16 03:11:30,0.958%,1.36%,0%,0.329%,0%,97.3%
2024-12-16 03:11:45,0.917%,1.43%,0.00387%,0.255%,0%,90.2%
2024-12-16 03:12:00,1.04%,1.27%,0%,0.292%,0%,97.2%
2024-12-16 03:12:15,0.855%,1.19%,0%,0.232%,0%,90.4%
2024-12-16 03:12:30,0.883%,1.37%,0%,0.221%,0%,97.3%
2024-12-16 03:12:45,0.694%,1.27%,0.00388%,0.260%,0%,90.7%
2024-12-16 03:13:00,0.892%,1.16%,0.00833%,0.308%,0%,97.5%
2024-12-16 03:13:15,0.867%,1.27%,0.00775%,0.263%,0%,90.3%
2024-12-16 03:13:30,1.03%,1.49%,0%,0.308%,0%,97.1%
2024-12-16 03:13:45,0.922%,1.10%,0.00387%,0.228%,0%,90.6%
2024-12-16 03:14:00,0.858%,1.18%,0.00417%,0.454%,0%,97.4%
2024-12-16 03:14:15,0.811%,1.27%,0%,0.344%,0%,90.3%
2024-12-16 03:14:30,1.03%,1.22%,0%,0.271%,0%,97.4%
2024-12-16 03:14:45,0.841%,1.22%,0.00387%,0.294%,0%,90.4%
2024-12-16 03:15:00,1.06%,1.46%,0%,0.392%,0%,97.2%
