"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-15 17:12:00,0.152%,0.131%,0.0123%,0.00409%,0%,97.9%
2024-12-15 17:12:15,0.612%,0.787%,0.0167%,0.171%,0%,98.5%
2024-12-15 17:12:30,0.671%,0.835%,0%,0.209%,0%,96.3%
2024-12-15 17:12:45,0.750%,0.862%,0.0500%,0.187%,0%,98.0%
2024-12-15 17:13:00,0.733%,0.884%,0%,0.201%,0%,96.3%
2024-12-15 17:13:15,0.779%,1.03%,0%,0.208%,0%,97.9%
2024-12-15 17:13:30,0.643%,1.03%,0%,0.151%,0%,96.3%
2024-12-15 17:13:45,0.596%,0.917%,0.00417%,0.133%,0%,98.1%
2024-12-15 17:14:00,0.758%,0.881%,0.00819%,0.176%,0%,96.3%
2024-12-15 17:14:15,0.675%,1.04%,0%,0.187%,0%,97.9%
2024-12-15 17:14:30,0.729%,0.876%,0.00819%,0.192%,0%,96.2%
2024-12-15 17:14:45,0.729%,1.03%,0%,0.158%,0%,98.0%
2024-12-15 17:15:00,0.627%,0.754%,0%,0.176%,0%,96.4%
2024-12-15 17:15:15,0.846%,0.967%,0%,0.183%,0%,98.0%
2024-12-15 17:15:30,0.704%,1.12%,0.00409%,0.168%,0%,96.3%
2024-12-15 17:15:45,0.742%,0.796%,0%,0.142%,0%,98.1%
2024-12-15 17:16:00,0.660%,0.976%,0%,0.150%,0%,93.0%
2024-12-15 17:16:15,0.629%,0.971%,0%,0.271%,0%,98.0%
2024-12-15 17:16:30,0.597%,1.04%,0.00418%,0.155%,0%,98.2%
2024-12-15 17:16:45,0.800%,0.925%,0.00417%,0.175%,0%,98.1%
2024-12-15 17:17:00,0.742%,0.988%,0.00820%,0.193%,0%,96.4%
2024-12-15 17:17:15,0.771%,0.983%,0.0125%,0.175%,0%,97.9%
2024-12-15 17:17:30,0.787%,0.893%,0%,0.188%,0%,96.3%
2024-12-15 17:17:45,0.675%,0.938%,0%,0.246%,0%,98.1%
2024-12-15 17:18:00,0.643%,1.04%,0%,0.209%,0%,96.4%
2024-12-15 17:18:15,0.779%,0.800%,0.00417%,0.183%,0%,98.0%
2024-12-15 17:18:30,0.762%,0.935%,0.00410%,0.168%,0%,96.3%
2024-12-15 17:18:45,0.679%,0.963%,0.00417%,0.196%,0%,98.1%
2024-12-15 17:19:00,0.654%,0.749%,0%,0.154%,0%,92.8%
2024-12-15 17:19:15,0.862%,1.01%,0%,0.162%,0%,98.0%
2024-12-15 17:19:30,0.804%,0.976%,0%,0.152%,0%,96.3%
2024-12-15 17:19:45,0.700%,0.892%,0.00417%,0.213%,0%,98.0%
2024-12-15 17:20:00,0.725%,0.741%,0%,0.166%,0%,92.8%
2024-12-15 17:20:15,0.792%,0.892%,0.00417%,0.221%,0%,98.1%
2024-12-15 17:20:30,0.714%,0.932%,0.00410%,0.193%,0%,96.5%
2024-12-15 17:20:45,0.754%,0.908%,0.00417%,0.183%,0%,98.0%
2024-12-15 17:21:00,0.611%,0.867%,0.00394%,0.126%,0%,92.8%
2024-12-15 17:21:15,0.771%,0.725%,0%,0.208%,0%,98.1%
2024-12-15 17:21:30,0.758%,1.07%,0.00395%,0.205%,0%,92.8%
2024-12-15 17:21:45,0.721%,1.05%,0.00417%,0.204%,0%,98.1%
2024-12-15 17:22:00,0.828%,0.898%,0.00410%,0.189%,0%,96.4%
2024-12-15 17:22:15,0.733%,0.946%,0%,0.204%,0%,98.0%
