"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-15 17:12:00,15.5 GiB,3.71 GiB,5.15 GiB,6.68 GiB,542 MiB
2024-12-15 17:12:15,15.5 GiB,4.35 GiB,5.17 GiB,6.03 GiB,542 MiB
2024-12-15 17:12:30,15.5 GiB,4.52 GiB,5.17 GiB,5.86 GiB,542 MiB
2024-12-15 17:12:45,15.5 GiB,4.82 GiB,5.22 GiB,5.50 GiB,542 MiB
2024-12-15 17:13:00,15.5 GiB,4.99 GiB,5.22 GiB,5.34 GiB,542 MiB
2024-12-15 17:13:15,15.5 GiB,5.31 GiB,5.23 GiB,5.01 GiB,542 MiB
2024-12-15 17:13:30,15.5 GiB,5.47 GiB,5.23 GiB,4.85 GiB,542 MiB
2024-12-15 17:13:45,15.5 GiB,5.80 GiB,5.23 GiB,4.52 GiB,542 MiB
2024-12-15 17:14:00,15.5 GiB,5.96 GiB,5.23 GiB,4.36 GiB,542 MiB
2024-12-15 17:14:15,15.5 GiB,6.31 GiB,5.23 GiB,4.01 GiB,542 MiB
2024-12-15 17:14:30,15.5 GiB,6.46 GiB,5.23 GiB,3.86 GiB,542 MiB
2024-12-15 17:14:45,15.5 GiB,6.80 GiB,5.23 GiB,3.52 GiB,542 MiB
2024-12-15 17:15:00,15.5 GiB,6.96 GiB,5.23 GiB,3.36 GiB,542 MiB
2024-12-15 17:15:15,15.5 GiB,7.30 GiB,5.23 GiB,3.02 GiB,542 MiB
2024-12-15 17:15:30,15.5 GiB,7.46 GiB,5.23 GiB,2.86 GiB,542 MiB
2024-12-15 17:15:45,15.5 GiB,7.78 GiB,5.23 GiB,2.54 GiB,542 MiB
2024-12-15 17:16:00,15.5 GiB,7.95 GiB,5.23 GiB,2.37 GiB,542 MiB
2024-12-15 17:16:15,15.5 GiB,8.28 GiB,5.23 GiB,2.04 GiB,542 MiB
2024-12-15 17:16:30,15.5 GiB,8.44 GiB,5.23 GiB,1.88 GiB,542 MiB
2024-12-15 17:16:45,15.5 GiB,8.76 GiB,5.23 GiB,1.56 GiB,542 MiB
2024-12-15 17:17:00,15.5 GiB,8.92 GiB,5.23 GiB,1.40 GiB,542 MiB
2024-12-15 17:17:15,15.5 GiB,9.24 GiB,5.23 GiB,1.07 GiB,542 MiB
2024-12-15 17:17:30,15.5 GiB,9.42 GiB,5.23 GiB,919 MiB,542 MiB
2024-12-15 17:17:45,15.5 GiB,9.75 GiB,5.23 GiB,583 MiB,542 MiB
2024-12-15 17:18:00,15.5 GiB,9.91 GiB,5.23 GiB,415 MiB,542 MiB
2024-12-15 17:18:15,15.5 GiB,10.2 GiB,5.18 GiB,147 MiB,542 MiB
2024-12-15 17:18:30,15.5 GiB,10.4 GiB,5.02 GiB,156 MiB,542 MiB
2024-12-15 17:18:45,15.5 GiB,10.7 GiB,4.71 GiB,161 MiB,542 MiB
2024-12-15 17:19:00,15.5 GiB,10.9 GiB,4.54 GiB,161 MiB,542 MiB
2024-12-15 17:19:15,15.5 GiB,11.2 GiB,4.22 GiB,147 MiB,542 MiB
2024-12-15 17:19:30,15.5 GiB,11.3 GiB,4.05 GiB,163 MiB,542 MiB
2024-12-15 17:19:45,15.5 GiB,11.7 GiB,3.74 GiB,156 MiB,542 MiB
2024-12-15 17:20:00,15.5 GiB,11.8 GiB,3.58 GiB,158 MiB,542 MiB
2024-12-15 17:20:15,15.5 GiB,12.0 GiB,3.41 GiB,158 MiB,542 MiB
2024-12-15 17:20:30,15.5 GiB,12.3 GiB,3.09 GiB,160 MiB,542 MiB
2024-12-15 17:20:45,15.5 GiB,12.5 GiB,2.93 GiB,156 MiB,542 MiB
2024-12-15 17:21:00,15.5 GiB,12.8 GiB,2.62 GiB,151 MiB,542 MiB
2024-12-15 17:21:15,15.5 GiB,12.9 GiB,2.47 GiB,171 MiB,542 MiB
2024-12-15 17:21:30,15.5 GiB,13.3 GiB,2.11 GiB,151 MiB,542 MiB
2024-12-15 17:21:45,15.5 GiB,13.5 GiB,1.96 GiB,146 MiB,542 MiB
2024-12-15 17:22:00,15.5 GiB,13.7 GiB,1.65 GiB,158 MiB,547 MiB
2024-12-15 17:22:15,15.5 GiB,13.9 GiB,1.50 GiB,202 MiB,548 MiB
