"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-16 02:43:15,0.317%,0.500%,0.0542%,0.0750%,0%,99.0%
2024-12-16 02:43:30,0.191%,0.105%,0.269%,0.0390%,0%,92.8%
2024-12-16 02:43:45,1.04%,1.58%,0.0167%,0.308%,0%,97.0%
2024-12-16 02:44:00,1.41%,2.17%,0.00391%,0.403%,0%,89.8%
2024-12-16 02:44:15,1.48%,2.49%,0.00417%,0.433%,0%,95.5%
2024-12-16 02:44:30,1.41%,1.99%,0%,0.344%,0%,89.7%
2024-12-16 02:44:45,1.45%,2.23%,0%,0.383%,0%,95.8%
2024-12-16 02:45:00,1.38%,2.04%,0%,0.418%,0%,89.8%
2024-12-16 02:45:15,1.44%,2.17%,0%,0.379%,0%,95.6%
2024-12-16 02:45:30,1.34%,2.06%,0%,0.384%,0%,89.2%
2024-12-16 02:45:45,1.50%,2.40%,0.00417%,0.379%,0%,95.7%
2024-12-16 02:46:00,1.30%,2.09%,0.00782%,0.332%,0%,89.8%
2024-12-16 02:46:15,1.46%,2.33%,0.00417%,0.392%,0%,95.6%
2024-12-16 02:46:30,1.32%,2.11%,0%,0.417%,0%,89.7%
2024-12-16 02:46:45,1.34%,2.28%,0.00417%,0.379%,0%,95.8%
2024-12-16 02:47:00,1.48%,2.25%,0%,0.425%,0%,95.7%
2024-12-16 02:47:15,1.55%,2.17%,0.00417%,0.375%,0%,95.5%
2024-12-16 02:47:30,1.19%,2.32%,0%,0.450%,0%,95.8%
2024-12-16 02:47:45,1.44%,2.27%,0.00417%,0.458%,0%,95.7%
2024-12-16 02:48:00,1.53%,2.11%,0%,0.413%,0%,95.7%
2024-12-16 02:48:15,1.56%,2.33%,0.00834%,0.408%,0%,95.5%
2024-12-16 02:48:30,1.43%,2.23%,0%,0.467%,0%,95.8%
2024-12-16 02:48:45,1.40%,2.14%,0.0959%,0.338%,0%,95.6%
2024-12-16 02:49:00,1.37%,2.28%,0%,0.429%,0%,95.8%
2024-12-16 02:49:15,1.38%,2.33%,0.00833%,0.417%,0%,95.7%
2024-12-16 02:49:30,1.42%,2.34%,0%,0.350%,0%,95.8%
2024-12-16 02:49:45,1.41%,2.27%,0.00417%,0.383%,0%,95.7%
2024-12-16 02:50:00,1.54%,2.20%,0%,0.412%,0%,95.8%
2024-12-16 02:50:15,1.47%,2.23%,0.00833%,0.400%,0%,95.8%
2024-12-16 02:50:30,1.32%,2.24%,0%,0.542%,0%,95.8%
2024-12-16 02:50:45,1.41%,2.20%,0%,0.471%,0%,95.7%
2024-12-16 02:51:00,1.40%,2.20%,0.00417%,0.442%,0%,95.8%
2024-12-16 02:51:15,1.32%,2.23%,0%,0.363%,0%,89.5%
2024-12-16 02:51:30,1.35%,2.34%,0.00417%,0.408%,0%,95.7%
2024-12-16 02:51:45,1.13%,2.03%,0.00387%,0.472%,0%,88.9%
2024-12-16 02:52:00,1.42%,2.24%,0.00417%,0.429%,0%,95.7%
2024-12-16 02:52:15,1.35%,2.16%,0%,0.406%,0%,89.5%
2024-12-16 02:52:30,1.43%,2.28%,0%,0.496%,0%,95.8%
2024-12-16 02:52:45,1.32%,2.08%,0.00779%,0.397%,0%,89.4%
2024-12-16 02:53:00,1.51%,2.20%,0.00417%,0.471%,0%,95.7%
2024-12-16 02:53:15,1.38%,2.12%,0.00390%,0.374%,0%,89.3%
2024-12-16 02:53:30,1.44%,2.20%,0.00417%,0.438%,0%,95.8%
2024-12-16 02:53:45,1.39%,2.08%,0.00775%,0.395%,0%,89.0%
