"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-16 02:43:15,15.5 GiB,2.33 GiB,1.03 GiB,12.2 GiB,434 MiB
2024-12-16 02:43:30,15.5 GiB,2.33 GiB,1.12 GiB,12.1 GiB,434 MiB
2024-12-16 02:43:45,15.5 GiB,2.50 GiB,1.13 GiB,11.9 GiB,434 MiB
2024-12-16 02:44:00,15.5 GiB,2.52 GiB,1.13 GiB,11.9 GiB,434 MiB
2024-12-16 02:44:15,15.5 GiB,2.56 GiB,1.13 GiB,11.9 GiB,434 MiB
2024-12-16 02:44:30,15.5 GiB,2.58 GiB,1.13 GiB,11.8 GiB,434 MiB
2024-12-16 02:44:45,15.5 GiB,2.60 GiB,1.13 GiB,11.8 GiB,434 MiB
2024-12-16 02:45:00,15.5 GiB,2.62 GiB,1.13 GiB,11.8 GiB,434 MiB
2024-12-16 02:45:15,15.5 GiB,2.65 GiB,1.13 GiB,11.8 GiB,434 MiB
2024-12-16 02:45:30,15.5 GiB,2.68 GiB,1.13 GiB,11.7 GiB,434 MiB
2024-12-16 02:45:45,15.5 GiB,2.69 GiB,1.13 GiB,11.7 GiB,434 MiB
2024-12-16 02:46:00,15.5 GiB,2.71 GiB,1.13 GiB,11.7 GiB,434 MiB
2024-12-16 02:46:15,15.5 GiB,2.74 GiB,1.13 GiB,11.7 GiB,434 MiB
2024-12-16 02:46:30,15.5 GiB,2.75 GiB,1.13 GiB,11.7 GiB,434 MiB
2024-12-16 02:46:45,15.5 GiB,2.76 GiB,1.13 GiB,11.7 GiB,434 MiB
2024-12-16 02:47:00,15.5 GiB,2.77 GiB,1.13 GiB,11.6 GiB,434 MiB
2024-12-16 02:47:15,15.5 GiB,2.81 GiB,1.13 GiB,11.6 GiB,434 MiB
2024-12-16 02:47:30,15.5 GiB,2.83 GiB,1.13 GiB,11.6 GiB,434 MiB
2024-12-16 02:47:45,15.5 GiB,2.84 GiB,1.13 GiB,11.6 GiB,434 MiB
2024-12-16 02:48:00,15.5 GiB,2.85 GiB,1.13 GiB,11.6 GiB,434 MiB
2024-12-16 02:48:15,15.5 GiB,2.88 GiB,1.13 GiB,11.5 GiB,434 MiB
2024-12-16 02:48:30,15.5 GiB,2.89 GiB,1.13 GiB,11.5 GiB,434 MiB
2024-12-16 02:48:45,15.5 GiB,2.92 GiB,1.18 GiB,11.5 GiB,434 MiB
2024-12-16 02:49:00,15.5 GiB,2.93 GiB,1.18 GiB,11.4 GiB,434 MiB
2024-12-16 02:49:15,15.5 GiB,2.97 GiB,1.18 GiB,11.4 GiB,434 MiB
2024-12-16 02:49:30,15.5 GiB,2.98 GiB,1.18 GiB,11.4 GiB,434 MiB
2024-12-16 02:49:45,15.5 GiB,3.00 GiB,1.18 GiB,11.4 GiB,434 MiB
2024-12-16 02:50:00,15.5 GiB,3.02 GiB,1.18 GiB,11.4 GiB,434 MiB
2024-12-16 02:50:15,15.5 GiB,3.06 GiB,1.18 GiB,11.3 GiB,434 MiB
2024-12-16 02:50:30,15.5 GiB,3.07 GiB,1.18 GiB,11.3 GiB,434 MiB
2024-12-16 02:50:45,15.5 GiB,3.09 GiB,1.18 GiB,11.3 GiB,434 MiB
2024-12-16 02:51:00,15.5 GiB,3.10 GiB,1.18 GiB,11.3 GiB,434 MiB
2024-12-16 02:51:15,15.5 GiB,3.12 GiB,1.18 GiB,11.3 GiB,434 MiB
2024-12-16 02:51:30,15.5 GiB,3.14 GiB,1.18 GiB,11.2 GiB,434 MiB
2024-12-16 02:51:45,15.5 GiB,3.15 GiB,1.18 GiB,11.2 GiB,434 MiB
2024-12-16 02:52:00,15.5 GiB,3.18 GiB,1.18 GiB,11.2 GiB,434 MiB
2024-12-16 02:52:15,15.5 GiB,3.20 GiB,1.18 GiB,11.2 GiB,434 MiB
2024-12-16 02:52:30,15.5 GiB,3.23 GiB,1.18 GiB,11.1 GiB,434 MiB
2024-12-16 02:52:45,15.5 GiB,3.24 GiB,1.18 GiB,11.1 GiB,434 MiB
2024-12-16 02:53:00,15.5 GiB,3.26 GiB,1.18 GiB,11.1 GiB,434 MiB
2024-12-16 02:53:15,15.5 GiB,3.29 GiB,1.18 GiB,11.1 GiB,434 MiB
2024-12-16 02:53:30,15.5 GiB,3.30 GiB,1.18 GiB,11.1 GiB,434 MiB
2024-12-16 02:53:45,15.5 GiB,3.32 GiB,1.18 GiB,11.0 GiB,434 MiB
