"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-15 20:27:30,0.133%,0.0986%,0.0114%,0.00758%,0%,90.7%
2024-12-15 20:27:45,0.588%,0.658%,0.100%,0.138%,0%,98.4%
2024-12-15 20:28:00,2.28%,3.79%,0%,0.632%,0%,83.8%
2024-12-15 20:28:15,2.60%,4.40%,0.00417%,0.792%,0%,92.1%
2024-12-15 20:28:30,2.31%,3.88%,0%,0.623%,0%,84.2%
2024-12-15 20:28:45,2.52%,4.39%,0.00833%,0.654%,0%,92.2%
2024-12-15 20:29:00,2.33%,4.15%,0%,0.675%,0%,83.9%
2024-12-15 20:29:15,2.59%,4.65%,0%,0.629%,0%,91.9%
2024-12-15 20:29:30,2.31%,3.85%,0.00379%,0.614%,0%,83.9%
2024-12-15 20:29:45,2.55%,4.26%,0.00417%,0.675%,0%,92.2%
2024-12-15 20:30:00,2.35%,3.88%,0.00757%,0.730%,0%,83.7%
2024-12-15 20:30:15,2.36%,4.15%,0.00417%,0.775%,0%,92.1%
2024-12-15 20:30:30,2.30%,4.16%,0%,0.633%,0%,83.9%
2024-12-15 20:30:45,2.74%,4.13%,0.00833%,0.837%,0%,92.2%
2024-12-15 20:31:00,2.38%,3.98%,0%,0.717%,0%,83.9%
2024-12-15 20:31:15,2.60%,4.39%,0.00417%,0.733%,0%,92.1%
2024-12-15 20:31:30,2.29%,4.00%,0%,0.640%,0%,83.8%
2024-12-15 20:31:45,2.37%,4.37%,0.00417%,0.800%,0%,92.2%
2024-12-15 20:32:00,2.40%,3.72%,0.00378%,0.590%,0%,83.8%
2024-12-15 20:32:15,2.50%,4.50%,0%,0.658%,0%,91.9%
2024-12-15 20:32:30,2.54%,4.20%,0.00417%,0.821%,0%,92.2%
2024-12-15 20:32:45,2.47%,4.34%,0%,0.671%,0%,92.2%
2024-12-15 20:33:00,2.58%,4.13%,0.00417%,0.754%,0%,92.2%
2024-12-15 20:33:15,2.53%,4.57%,0%,0.737%,0%,91.9%
2024-12-15 20:33:30,2.38%,4.48%,0.00417%,0.704%,0%,92.2%
2024-12-15 20:33:45,2.74%,4.47%,0.00833%,0.721%,0%,92.2%
2024-12-15 20:34:00,2.45%,4.31%,0.00833%,0.683%,0%,92.2%
2024-12-15 20:34:15,2.47%,4.68%,0.00833%,0.633%,0%,91.9%
2024-12-15 20:34:30,2.46%,4.26%,0.00417%,0.671%,0%,92.3%
2024-12-15 20:34:45,2.43%,4.22%,0%,0.771%,0%,92.2%
2024-12-15 20:35:00,2.50%,4.45%,0.0125%,0.712%,0%,92.1%
2024-12-15 20:35:15,2.14%,4.17%,0%,0.788%,0%,83.8%
2024-12-15 20:35:30,2.55%,4.40%,0%,0.737%,0%,92.2%
2024-12-15 20:35:45,2.26%,3.68%,0.00378%,0.719%,0%,83.9%
2024-12-15 20:36:00,2.50%,4.27%,0.0125%,0.792%,0%,92.3%
2024-12-15 20:36:15,2.35%,4.24%,0%,0.620%,0%,83.7%
2024-12-15 20:36:30,2.60%,4.17%,0.00417%,0.650%,0%,92.4%
2024-12-15 20:36:45,2.15%,3.90%,0%,0.622%,0%,84.0%
2024-12-15 20:37:00,2.67%,4.34%,0.00417%,0.650%,0%,92.1%
2024-12-15 20:37:15,2.47%,3.85%,0.00379%,0.583%,0%,83.9%
2024-12-15 20:37:30,2.52%,4.43%,0.00417%,0.638%,0%,92.4%
2024-12-15 20:37:45,2.44%,3.84%,0.00379%,0.580%,0%,84.0%
