"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-15 15:23:30,15.5 GiB,1.84 GiB,702 MiB,13.0 GiB,243 MiB
2024-12-15 15:23:45,15.5 GiB,1.84 GiB,702 MiB,13.0 GiB,243 MiB
2024-12-15 15:24:00,15.5 GiB,3.67 GiB,703 MiB,11.2 GiB,243 MiB
2024-12-15 15:24:15,15.5 GiB,3.89 GiB,703 MiB,11.0 GiB,243 MiB
2024-12-15 15:24:30,15.5 GiB,4.33 GiB,703 MiB,10.5 GiB,243 MiB
2024-12-15 15:24:45,15.5 GiB,4.54 GiB,703 MiB,10.3 GiB,243 MiB
2024-12-15 15:25:00,15.5 GiB,5.01 GiB,704 MiB,9.86 GiB,243 MiB
2024-12-15 15:25:15,15.5 GiB,5.22 GiB,704 MiB,9.64 GiB,243 MiB
2024-12-15 15:25:30,15.5 GiB,5.65 GiB,704 MiB,9.21 GiB,243 MiB
2024-12-15 15:25:45,15.5 GiB,5.87 GiB,705 MiB,8.99 GiB,243 MiB
2024-12-15 15:26:00,15.5 GiB,6.33 GiB,705 MiB,8.53 GiB,243 MiB
2024-12-15 15:26:15,15.5 GiB,6.54 GiB,705 MiB,8.32 GiB,243 MiB
2024-12-15 15:26:30,15.5 GiB,6.99 GiB,705 MiB,7.87 GiB,243 MiB
2024-12-15 15:26:45,15.5 GiB,7.20 GiB,705 MiB,7.66 GiB,243 MiB
2024-12-15 15:27:00,15.5 GiB,7.67 GiB,705 MiB,7.19 GiB,243 MiB
2024-12-15 15:27:15,15.5 GiB,7.87 GiB,705 MiB,6.99 GiB,243 MiB
2024-12-15 15:27:30,15.5 GiB,8.30 GiB,706 MiB,6.56 GiB,243 MiB
2024-12-15 15:27:45,15.5 GiB,8.51 GiB,772 MiB,6.28 GiB,243 MiB
2024-12-15 15:28:00,15.5 GiB,8.97 GiB,772 MiB,5.83 GiB,243 MiB
2024-12-15 15:28:15,15.5 GiB,9.19 GiB,773 MiB,5.61 GiB,243 MiB
2024-12-15 15:28:30,15.5 GiB,9.62 GiB,773 MiB,5.17 GiB,243 MiB
2024-12-15 15:28:45,15.5 GiB,9.85 GiB,773 MiB,4.95 GiB,243 MiB
2024-12-15 15:29:00,15.5 GiB,10.3 GiB,774 MiB,4.50 GiB,243 MiB
2024-12-15 15:29:15,15.5 GiB,10.5 GiB,774 MiB,4.29 GiB,242 MiB
2024-12-15 15:29:30,15.5 GiB,11.0 GiB,774 MiB,3.84 GiB,242 MiB
2024-12-15 15:29:45,15.5 GiB,11.2 GiB,774 MiB,3.63 GiB,242 MiB
2024-12-15 15:30:00,15.5 GiB,11.6 GiB,774 MiB,3.17 GiB,242 MiB
2024-12-15 15:30:15,15.5 GiB,11.9 GiB,774 MiB,2.94 GiB,242 MiB
2024-12-15 15:30:30,15.5 GiB,12.3 GiB,774 MiB,2.49 GiB,242 MiB
2024-12-15 15:30:45,15.5 GiB,12.5 GiB,774 MiB,2.27 GiB,242 MiB
2024-12-15 15:31:00,15.5 GiB,13.0 GiB,774 MiB,1.84 GiB,242 MiB
2024-12-15 15:31:15,15.5 GiB,13.2 GiB,774 MiB,1.61 GiB,242 MiB
2024-12-15 15:31:30,15.5 GiB,13.6 GiB,774 MiB,1.16 GiB,242 MiB
2024-12-15 15:31:45,15.5 GiB,13.9 GiB,774 MiB,962 MiB,242 MiB
2024-12-15 15:32:00,15.5 GiB,14.3 GiB,774 MiB,490 MiB,242 MiB
2024-12-15 15:32:15,15.5 GiB,14.5 GiB,775 MiB,283 MiB,242 MiB
2024-12-15 15:32:30,15.5 GiB,14.8 GiB,665 MiB,150 MiB,393 MiB
2024-12-15 15:32:45,15.5 GiB,14.9 GiB,460 MiB,156 MiB,438 MiB
2024-12-15 15:33:00,15.5 GiB,15.1 GiB,283 MiB,158 MiB,727 MiB
2024-12-15 15:33:15,15.5 GiB,15.1 GiB,321 MiB,149 MiB,980 MiB
2024-12-15 15:33:30,15.5 GiB,15.1 GiB,281 MiB,156 MiB,1.41 GiB
2024-12-15 15:33:45,15.5 GiB,15.1 GiB,266 MiB,156 MiB,1.61 GiB
2024-12-15 15:34:00,15.5 GiB,15.1 GiB,255 MiB,155 MiB,2.05 GiB
