"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-15 15:40:15,0.142%,0.204%,0.00833%,0.0250%,0%,99.6%
2024-12-15 15:40:30,0.471%,0.350%,0.0709%,0.0709%,0%,99.1%
2024-12-15 15:40:45,2.95%,3.39%,0.0125%,0.579%,0%,92.9%
2024-12-15 15:41:00,2.20%,3.87%,0.00413%,0.714%,0%,92.2%
2024-12-15 15:41:15,2.34%,3.50%,0%,0.721%,0%,93.1%
2024-12-15 15:41:30,2.38%,3.69%,0%,0.636%,0%,92.9%
2024-12-15 15:41:45,2.29%,3.41%,0%,0.729%,0%,93.1%
2024-12-15 15:42:00,2.53%,3.35%,0%,0.722%,0%,92.8%
2024-12-15 15:42:15,2.17%,3.44%,0.00417%,0.583%,0%,93.1%
2024-12-15 15:42:30,2.39%,3.32%,0.145%,0.756%,0%,92.7%
2024-12-15 15:42:45,2.24%,3.48%,0%,0.638%,0%,93.1%
2024-12-15 15:43:00,2.30%,3.29%,0.00415%,0.689%,0%,92.8%
2024-12-15 15:43:15,2.31%,3.40%,0.00833%,0.771%,0%,93.2%
2024-12-15 15:43:30,2.11%,3.74%,0%,0.669%,0%,92.9%
2024-12-15 15:43:45,2.28%,3.47%,0%,0.658%,0%,93.2%
2024-12-15 15:44:00,2.39%,3.46%,0%,0.697%,0%,92.8%
2024-12-15 15:44:15,2.15%,3.62%,0%,0.608%,0%,93.1%
2024-12-15 15:44:30,2.28%,3.45%,0.136%,0.744%,0%,92.2%
2024-12-15 15:44:45,2.22%,3.60%,0%,0.742%,0%,93.2%
2024-12-15 15:45:00,2.47%,3.53%,0%,0.744%,0%,92.8%
2024-12-15 15:45:15,2.35%,3.39%,0.0125%,0.633%,0%,93.1%
2024-12-15 15:45:30,2.16%,3.65%,0%,0.780%,0%,92.8%
2024-12-15 15:45:45,2.37%,3.59%,0%,0.683%,0%,93.1%
2024-12-15 15:46:00,2.20%,3.70%,0.00415%,0.764%,0%,92.8%
2024-12-15 15:46:15,2.31%,3.54%,0.00417%,0.796%,0%,93.1%
2024-12-15 15:46:30,2.40%,3.54%,0.135%,0.774%,0%,94.4%
2024-12-15 15:46:45,2.39%,3.44%,0.00417%,0.750%,0%,93.1%
2024-12-15 15:47:00,2.49%,3.81%,0%,0.736%,0%,92.3%
2024-12-15 15:47:15,2.48%,3.39%,0.00417%,0.754%,0%,93.0%
2024-12-15 15:47:30,2.25%,3.47%,0%,0.714%,0%,92.8%
2024-12-15 15:47:45,2.38%,3.47%,0.00417%,0.779%,0%,93.1%
2024-12-15 15:48:00,2.37%,3.49%,0.00830%,0.838%,0%,92.8%
2024-12-15 15:48:15,2.24%,3.60%,0.0208%,0.737%,0%,93.1%
2024-12-15 15:48:30,2.31%,3.40%,0.128%,0.712%,0%,92.4%
2024-12-15 15:48:45,2.36%,3.34%,0%,0.650%,0%,93.1%
2024-12-15 15:49:00,2.47%,3.09%,0.00413%,0.682%,0%,92.4%
2024-12-15 15:49:15,2.42%,3.66%,0%,0.584%,0%,93.1%
2024-12-15 15:49:30,2.43%,3.47%,0%,0.787%,0%,92.5%
2024-12-15 15:49:45,2.27%,3.49%,0.00417%,0.637%,0%,93.1%
2024-12-15 15:50:00,2.35%,3.76%,0%,0.683%,0%,92.0%
2024-12-15 15:50:15,2.31%,3.72%,0.00417%,0.712%,0%,92.9%
2024-12-15 15:50:30,2.35%,3.30%,0.0206%,0.615%,0%,92.3%
2024-12-15 15:50:45,2.28%,3.51%,0.117%,0.713%,0%,93.0%
