"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-15 15:40:15,15.5 GiB,1.44 GiB,2.08 GiB,12.0 GiB,553 MiB
2024-12-15 15:40:30,15.5 GiB,1.97 GiB,2.10 GiB,11.5 GiB,552 MiB
2024-12-15 15:40:45,15.5 GiB,3.18 GiB,2.25 GiB,10.1 GiB,552 MiB
2024-12-15 15:41:00,15.5 GiB,3.20 GiB,2.58 GiB,9.77 GiB,552 MiB
2024-12-15 15:41:15,15.5 GiB,3.21 GiB,2.74 GiB,9.60 GiB,552 MiB
2024-12-15 15:41:30,15.5 GiB,3.24 GiB,3.08 GiB,9.23 GiB,552 MiB
2024-12-15 15:41:45,15.5 GiB,3.24 GiB,3.24 GiB,9.07 GiB,552 MiB
2024-12-15 15:42:00,15.5 GiB,3.26 GiB,3.57 GiB,8.72 GiB,552 MiB
2024-12-15 15:42:15,15.5 GiB,3.27 GiB,3.74 GiB,8.54 GiB,552 MiB
2024-12-15 15:42:30,15.5 GiB,3.30 GiB,4.07 GiB,8.18 GiB,552 MiB
2024-12-15 15:42:45,15.5 GiB,3.30 GiB,4.24 GiB,8.01 GiB,552 MiB
2024-12-15 15:43:00,15.5 GiB,3.32 GiB,4.57 GiB,7.65 GiB,552 MiB
2024-12-15 15:43:15,15.5 GiB,3.33 GiB,4.74 GiB,7.48 GiB,552 MiB
2024-12-15 15:43:30,15.5 GiB,3.36 GiB,5.07 GiB,7.12 GiB,552 MiB
2024-12-15 15:43:45,15.5 GiB,3.36 GiB,5.23 GiB,6.95 GiB,552 MiB
2024-12-15 15:44:00,15.5 GiB,3.39 GiB,5.57 GiB,6.59 GiB,552 MiB
2024-12-15 15:44:15,15.5 GiB,3.40 GiB,5.73 GiB,6.42 GiB,552 MiB
2024-12-15 15:44:30,15.5 GiB,3.41 GiB,6.07 GiB,6.07 GiB,552 MiB
2024-12-15 15:44:45,15.5 GiB,3.43 GiB,6.23 GiB,5.88 GiB,552 MiB
2024-12-15 15:45:00,15.5 GiB,3.45 GiB,6.57 GiB,5.53 GiB,552 MiB
2024-12-15 15:45:15,15.5 GiB,3.46 GiB,6.73 GiB,5.36 GiB,551 MiB
2024-12-15 15:45:30,15.5 GiB,3.49 GiB,7.07 GiB,5.00 GiB,551 MiB
2024-12-15 15:45:45,15.5 GiB,3.49 GiB,7.23 GiB,4.83 GiB,551 MiB
2024-12-15 15:46:00,15.5 GiB,3.51 GiB,7.56 GiB,4.47 GiB,551 MiB
2024-12-15 15:46:15,15.5 GiB,3.53 GiB,7.73 GiB,4.29 GiB,551 MiB
2024-12-15 15:46:30,15.5 GiB,3.56 GiB,8.06 GiB,3.93 GiB,551 MiB
2024-12-15 15:46:45,15.5 GiB,3.57 GiB,8.23 GiB,3.76 GiB,551 MiB
2024-12-15 15:47:00,15.5 GiB,3.59 GiB,8.55 GiB,3.41 GiB,551 MiB
2024-12-15 15:47:15,15.5 GiB,3.60 GiB,8.72 GiB,3.23 GiB,551 MiB
2024-12-15 15:47:30,15.5 GiB,3.63 GiB,9.05 GiB,2.87 GiB,551 MiB
2024-12-15 15:47:45,15.5 GiB,3.64 GiB,9.21 GiB,2.70 GiB,551 MiB
2024-12-15 15:48:00,15.5 GiB,3.65 GiB,9.55 GiB,2.35 GiB,551 MiB
2024-12-15 15:48:15,15.5 GiB,3.67 GiB,9.71 GiB,2.17 GiB,551 MiB
2024-12-15 15:48:30,15.5 GiB,3.70 GiB,10.0 GiB,1.81 GiB,551 MiB
2024-12-15 15:48:45,15.5 GiB,3.69 GiB,10.2 GiB,1.65 GiB,551 MiB
2024-12-15 15:49:00,15.5 GiB,3.71 GiB,10.5 GiB,1.29 GiB,551 MiB
2024-12-15 15:49:15,15.5 GiB,3.73 GiB,10.7 GiB,1.11 GiB,551 MiB
2024-12-15 15:49:30,15.5 GiB,3.76 GiB,11.0 GiB,770 MiB,551 MiB
2024-12-15 15:49:45,15.5 GiB,3.75 GiB,11.2 GiB,604 MiB,551 MiB
2024-12-15 15:50:00,15.5 GiB,3.78 GiB,11.5 GiB,234 MiB,550 MiB
2024-12-15 15:50:15,15.5 GiB,3.79 GiB,11.6 GiB,158 MiB,551 MiB
2024-12-15 15:50:30,15.5 GiB,3.80 GiB,11.6 GiB,158 MiB,554 MiB
2024-12-15 15:50:45,15.5 GiB,3.82 GiB,11.6 GiB,156 MiB,554 MiB
