"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-16 05:49:45,0.133%,0.200%,0.00833%,0.0375%,0%,99.6%
2024-12-16 05:50:00,0.996%,1.25%,0.00417%,0.263%,0%,97.3%
2024-12-16 05:50:15,1.03%,1.35%,0%,0.325%,0%,97.3%
2024-12-16 05:50:30,0.846%,1.29%,0%,0.292%,0%,97.3%
2024-12-16 05:50:45,0.892%,1.19%,0%,0.283%,0%,97.5%
2024-12-16 05:51:00,1.00%,1.44%,0.00833%,0.312%,0%,97.3%
2024-12-16 05:51:15,0.838%,1.15%,0%,0.250%,0%,97.5%
2024-12-16 05:51:30,0.790%,1.25%,0%,0.294%,0%,87.9%
2024-12-16 05:51:45,1.02%,1.50%,0%,0.367%,0%,97.2%
2024-12-16 05:52:00,0.745%,1.19%,0.0113%,0.226%,0%,87.9%
2024-12-16 05:52:15,0.933%,1.22%,0.00417%,0.379%,0%,97.6%
2024-12-16 05:52:30,0.853%,1.15%,0.00752%,0.293%,0%,87.8%
2024-12-16 05:52:45,0.983%,1.29%,0%,0.233%,0%,97.4%
2024-12-16 05:53:00,0.850%,1.28%,0.00375%,0.300%,0%,87.3%
2024-12-16 05:53:15,0.917%,1.26%,0.00834%,0.400%,0%,97.3%
2024-12-16 05:53:30,0.835%,1.03%,0.00376%,0.237%,0%,88.1%
2024-12-16 05:53:45,0.859%,1.47%,0%,0.338%,0%,97.3%
2024-12-16 05:54:00,0.859%,1.45%,0.00753%,0.294%,0%,87.7%
2024-12-16 05:54:15,0.863%,1.25%,0%,0.317%,0%,97.5%
2024-12-16 05:54:30,0.966%,1.14%,0%,0.278%,0%,87.9%
2024-12-16 05:54:45,0.871%,1.34%,0.00833%,0.329%,0%,97.5%
2024-12-16 05:55:00,0.822%,1.23%,0.00375%,0.327%,0%,87.7%
2024-12-16 05:55:15,1.02%,1.27%,0%,0.329%,0%,97.3%
2024-12-16 05:55:30,0.959%,1.59%,0.00752%,0.342%,0%,87.6%
2024-12-16 05:55:45,1.04%,1.28%,0.00417%,0.300%,0%,97.5%
2024-12-16 05:56:00,1.04%,1.37%,0.00833%,0.304%,0%,97.3%
2024-12-16 05:56:15,0.875%,1.27%,0.00417%,0.292%,0%,97.5%
2024-12-16 05:56:30,1.03%,1.51%,0%,0.362%,0%,97.1%
2024-12-16 05:56:45,0.942%,1.64%,0.00417%,0.358%,0%,97.2%
2024-12-16 05:57:00,1.09%,1.39%,0%,0.358%,0%,97.4%
2024-12-16 05:57:15,0.975%,1.64%,0.00417%,0.325%,0%,97.3%
2024-12-16 05:57:30,0.971%,1.27%,0.00417%,0.288%,0%,97.4%
2024-12-16 05:57:45,1.01%,1.30%,0.00417%,0.271%,0%,97.5%
2024-12-16 05:58:00,1.06%,1.64%,0%,0.329%,0%,97.0%
2024-12-16 05:58:15,0.789%,1.22%,0.00751%,0.229%,0%,87.8%
2024-12-16 05:58:30,1.03%,1.45%,0.00417%,0.308%,0%,97.3%
2024-12-16 05:58:45,0.950%,1.11%,0.00376%,0.252%,0%,87.9%
2024-12-16 05:59:00,0.816%,1.43%,0%,0.233%,0%,97.3%
2024-12-16 05:59:15,0.847%,1.35%,0.00375%,0.300%,0%,87.4%
2024-12-16 05:59:30,0.984%,1.55%,0.00417%,0.267%,0%,97.3%
2024-12-16 05:59:45,0.827%,1.26%,0%,0.316%,0%,87.8%
2024-12-16 06:00:00,1.04%,1.58%,0%,0.337%,0%,97.1%
