"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-16 10:44:00,15.5 GiB,2.10 GiB,1.05 GiB,12.4 GiB,434 MiB
2024-12-16 10:44:15,15.5 GiB,2.09 GiB,1.05 GiB,12.4 GiB,434 MiB
2024-12-16 10:44:30,15.5 GiB,2.67 GiB,1.07 GiB,11.8 GiB,434 MiB
2024-12-16 10:44:45,15.5 GiB,2.70 GiB,1.07 GiB,11.8 GiB,434 MiB
2024-12-16 10:45:00,15.5 GiB,2.78 GiB,1.07 GiB,11.7 GiB,434 MiB
2024-12-16 10:45:15,15.5 GiB,2.80 GiB,1.07 GiB,11.7 GiB,434 MiB
2024-12-16 10:45:30,15.5 GiB,2.87 GiB,1.07 GiB,11.6 GiB,434 MiB
2024-12-16 10:45:45,15.5 GiB,2.90 GiB,1.07 GiB,11.6 GiB,434 MiB
2024-12-16 10:46:00,15.5 GiB,2.96 GiB,1.07 GiB,11.5 GiB,434 MiB
2024-12-16 10:46:15,15.5 GiB,3.00 GiB,1.07 GiB,11.5 GiB,434 MiB
2024-12-16 10:46:30,15.5 GiB,3.06 GiB,1.07 GiB,11.4 GiB,434 MiB
2024-12-16 10:46:45,15.5 GiB,3.11 GiB,1.07 GiB,11.4 GiB,434 MiB
2024-12-16 10:47:00,15.5 GiB,3.17 GiB,1.07 GiB,11.3 GiB,434 MiB
2024-12-16 10:47:15,15.5 GiB,3.20 GiB,1.07 GiB,11.3 GiB,434 MiB
2024-12-16 10:47:30,15.5 GiB,3.26 GiB,1.07 GiB,11.2 GiB,434 MiB
2024-12-16 10:47:45,15.5 GiB,3.30 GiB,1.07 GiB,11.2 GiB,434 MiB
2024-12-16 10:48:00,15.5 GiB,3.36 GiB,1.07 GiB,11.1 GiB,434 MiB
2024-12-16 10:48:15,15.5 GiB,3.40 GiB,1.07 GiB,11.1 GiB,434 MiB
2024-12-16 10:48:30,15.5 GiB,3.46 GiB,1.07 GiB,11.0 GiB,434 MiB
2024-12-16 10:48:45,15.5 GiB,3.50 GiB,1.11 GiB,10.9 GiB,434 MiB
2024-12-16 10:49:00,15.5 GiB,3.55 GiB,1.11 GiB,10.9 GiB,434 MiB
2024-12-16 10:49:15,15.5 GiB,3.59 GiB,1.11 GiB,10.8 GiB,434 MiB
2024-12-16 10:49:30,15.5 GiB,3.66 GiB,1.11 GiB,10.8 GiB,434 MiB
2024-12-16 10:49:45,15.5 GiB,3.69 GiB,1.11 GiB,10.7 GiB,434 MiB
2024-12-16 10:50:00,15.5 GiB,3.71 GiB,1.11 GiB,10.7 GiB,434 MiB
2024-12-16 10:50:15,15.5 GiB,3.78 GiB,1.11 GiB,10.6 GiB,434 MiB
2024-12-16 10:50:30,15.5 GiB,3.81 GiB,1.11 GiB,10.6 GiB,434 MiB
2024-12-16 10:50:45,15.5 GiB,3.89 GiB,1.11 GiB,10.5 GiB,434 MiB
2024-12-16 10:51:00,15.5 GiB,3.92 GiB,1.11 GiB,10.5 GiB,434 MiB
2024-12-16 10:51:15,15.5 GiB,3.99 GiB,1.11 GiB,10.4 GiB,434 MiB
2024-12-16 10:51:30,15.5 GiB,4.02 GiB,1.12 GiB,10.4 GiB,434 MiB
2024-12-16 10:51:45,15.5 GiB,4.09 GiB,1.12 GiB,10.3 GiB,434 MiB
2024-12-16 10:52:00,15.5 GiB,4.13 GiB,1.12 GiB,10.3 GiB,434 MiB
2024-12-16 10:52:15,15.5 GiB,4.17 GiB,1.12 GiB,10.3 GiB,434 MiB
2024-12-16 10:52:30,15.5 GiB,4.21 GiB,1.12 GiB,10.2 GiB,434 MiB
2024-12-16 10:52:45,15.5 GiB,4.27 GiB,1.12 GiB,10.2 GiB,434 MiB
2024-12-16 10:53:00,15.5 GiB,4.31 GiB,1.12 GiB,10.1 GiB,434 MiB
2024-12-16 10:53:15,15.5 GiB,4.38 GiB,1.12 GiB,10.1 GiB,434 MiB
2024-12-16 10:53:30,15.5 GiB,4.41 GiB,1.12 GiB,10.0 GiB,434 MiB
2024-12-16 10:53:45,15.5 GiB,4.47 GiB,1.12 GiB,9.97 GiB,434 MiB
2024-12-16 10:54:00,15.5 GiB,4.50 GiB,1.12 GiB,9.93 GiB,434 MiB
2024-12-16 10:54:15,15.5 GiB,4.58 GiB,1.12 GiB,9.85 GiB,434 MiB
