"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-15 17:29:30,0.142%,0.238%,0.0125%,0.0333%,0%,99.3%
2024-12-15 17:29:45,0.792%,0.896%,0.0417%,0.187%,0%,98.1%
2024-12-15 17:30:00,2.62%,4.23%,0.0125%,0.625%,0%,92.3%
2024-12-15 17:30:15,2.53%,4.00%,0%,0.656%,0%,86.9%
2024-12-15 17:30:30,2.55%,4.34%,0.00833%,0.679%,0%,92.3%
2024-12-15 17:30:45,2.33%,3.81%,0.0116%,0.732%,0%,85.7%
2024-12-15 17:31:00,2.52%,4.28%,0.00417%,0.854%,0%,92.2%
2024-12-15 17:31:15,2.43%,3.84%,0.0117%,0.633%,0%,86.5%
2024-12-15 17:31:30,2.60%,4.21%,0.00417%,0.629%,0%,92.3%
2024-12-15 17:31:45,2.40%,3.91%,0%,0.565%,0%,86.8%
2024-12-15 17:32:00,2.50%,4.48%,0.00417%,0.825%,0%,92.2%
2024-12-15 17:32:15,2.24%,3.94%,0%,0.783%,0%,86.7%
2024-12-15 17:32:30,2.37%,4.25%,0%,0.733%,0%,92.3%
2024-12-15 17:32:45,2.23%,4.02%,0.00780%,0.616%,0%,86.4%
2024-12-15 17:33:00,2.52%,4.17%,0%,0.650%,0%,92.2%
2024-12-15 17:33:15,2.30%,3.84%,0.00778%,0.657%,0%,86.1%
2024-12-15 17:33:30,2.41%,4.09%,0%,0.683%,0%,92.2%
2024-12-15 17:33:45,2.31%,4.06%,0%,0.603%,0%,86.6%
2024-12-15 17:34:00,2.48%,4.68%,0.00833%,0.650%,0%,92.3%
2024-12-15 17:34:15,2.22%,4.23%,0.00782%,0.876%,0%,86.4%
2024-12-15 17:34:30,2.45%,4.35%,0.0125%,0.796%,0%,92.1%
2024-12-15 17:34:45,2.20%,4.20%,0.00781%,0.738%,0%,86.5%
2024-12-15 17:35:00,2.57%,4.29%,0%,0.704%,0%,92.2%
2024-12-15 17:35:15,2.33%,4.01%,0.00390%,0.740%,0%,86.1%
2024-12-15 17:35:30,2.43%,4.42%,0.00833%,0.733%,0%,92.1%
2024-12-15 17:35:45,2.36%,4.19%,0.00391%,0.637%,0%,86.4%
2024-12-15 17:36:00,2.47%,4.28%,0%,0.708%,0%,92.1%
2024-12-15 17:36:15,2.42%,4.65%,0.00407%,0.740%,0%,89.6%
2024-12-15 17:36:30,2.60%,4.30%,0.0125%,0.754%,0%,92.1%
2024-12-15 17:36:45,2.49%,3.86%,0.00392%,0.698%,0%,86.6%
2024-12-15 17:37:00,2.36%,4.11%,0.00394%,0.776%,0%,87.2%
2024-12-15 17:37:15,2.45%,4.17%,0.00796%,0.660%,0%,87.9%
2024-12-15 17:37:30,2.55%,4.52%,0%,0.817%,0%,92.2%
2024-12-15 17:37:45,2.38%,4.31%,0.00833%,1.02%,0%,92.1%
2024-12-15 17:38:00,2.58%,4.27%,0.00833%,0.696%,0%,92.2%
2024-12-15 17:38:15,2.47%,4.13%,0.00833%,0.725%,0%,92.3%
2024-12-15 17:38:30,2.30%,4.43%,0%,0.675%,0%,92.2%
2024-12-15 17:38:45,2.39%,4.01%,0.00417%,0.804%,0%,92.3%
2024-12-15 17:39:00,2.47%,4.37%,0.00417%,0.792%,0%,92.3%
2024-12-15 17:39:15,2.34%,4.40%,0%,0.708%,0%,92.1%
2024-12-15 17:39:30,2.48%,4.38%,0.00833%,0.633%,0%,92.1%
2024-12-15 17:39:45,2.39%,3.94%,0.00417%,0.808%,0%,92.3%
2024-12-15 17:40:00,2.42%,4.16%,0.00833%,0.788%,0%,92.3%
