"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-16 00:48:00,15.5 GiB,2.00 GiB,3.93 GiB,9.61 GiB,471 MiB
2024-12-16 00:48:15,15.5 GiB,2.18 GiB,3.94 GiB,9.43 GiB,471 MiB
2024-12-16 00:48:30,15.5 GiB,2.28 GiB,3.94 GiB,9.33 GiB,471 MiB
2024-12-16 00:48:45,15.5 GiB,2.30 GiB,3.94 GiB,9.31 GiB,471 MiB
2024-12-16 00:49:00,15.5 GiB,2.39 GiB,3.94 GiB,9.22 GiB,471 MiB
2024-12-16 00:49:15,15.5 GiB,2.43 GiB,3.94 GiB,9.18 GiB,471 MiB
2024-12-16 00:49:30,15.5 GiB,2.49 GiB,3.94 GiB,9.12 GiB,471 MiB
2024-12-16 00:49:45,15.5 GiB,2.54 GiB,3.94 GiB,9.07 GiB,471 MiB
2024-12-16 00:50:00,15.5 GiB,2.58 GiB,3.94 GiB,9.03 GiB,471 MiB
2024-12-16 00:50:15,15.5 GiB,2.66 GiB,3.94 GiB,8.95 GiB,471 MiB
2024-12-16 00:50:30,15.5 GiB,2.71 GiB,3.94 GiB,8.91 GiB,471 MiB
2024-12-16 00:50:45,15.5 GiB,2.79 GiB,3.94 GiB,8.82 GiB,471 MiB
2024-12-16 00:51:00,15.5 GiB,2.83 GiB,3.94 GiB,8.78 GiB,471 MiB
2024-12-16 00:51:15,15.5 GiB,2.90 GiB,3.94 GiB,8.71 GiB,471 MiB
2024-12-16 00:51:30,15.5 GiB,2.95 GiB,3.94 GiB,8.66 GiB,471 MiB
2024-12-16 00:51:45,15.5 GiB,2.99 GiB,3.94 GiB,8.62 GiB,471 MiB
2024-12-16 00:52:00,15.5 GiB,3.08 GiB,3.94 GiB,8.53 GiB,471 MiB
2024-12-16 00:52:15,15.5 GiB,3.12 GiB,3.94 GiB,8.49 GiB,471 MiB
2024-12-16 00:52:30,15.5 GiB,3.20 GiB,3.94 GiB,8.41 GiB,471 MiB
2024-12-16 00:52:45,15.5 GiB,3.23 GiB,3.94 GiB,8.38 GiB,471 MiB
2024-12-16 00:53:00,15.5 GiB,3.33 GiB,3.94 GiB,8.28 GiB,471 MiB
2024-12-16 00:53:15,15.5 GiB,3.36 GiB,3.94 GiB,8.25 GiB,471 MiB
2024-12-16 00:53:30,15.5 GiB,3.44 GiB,3.94 GiB,8.18 GiB,471 MiB
2024-12-16 00:53:45,15.5 GiB,3.47 GiB,3.94 GiB,8.14 GiB,471 MiB
2024-12-16 00:54:00,15.5 GiB,3.53 GiB,3.94 GiB,8.09 GiB,471 MiB
2024-12-16 00:54:15,15.5 GiB,3.61 GiB,3.94 GiB,8.01 GiB,471 MiB
2024-12-16 00:54:30,15.5 GiB,3.64 GiB,3.94 GiB,7.97 GiB,471 MiB
2024-12-16 00:54:45,15.5 GiB,3.74 GiB,3.94 GiB,7.87 GiB,471 MiB
2024-12-16 00:55:00,15.5 GiB,3.77 GiB,3.94 GiB,7.84 GiB,471 MiB
2024-12-16 00:55:15,15.5 GiB,3.84 GiB,3.94 GiB,7.77 GiB,471 MiB
2024-12-16 00:55:30,15.5 GiB,3.88 GiB,3.94 GiB,7.73 GiB,471 MiB
2024-12-16 00:55:45,15.5 GiB,3.93 GiB,3.94 GiB,7.68 GiB,471 MiB
2024-12-16 00:56:00,15.5 GiB,4.02 GiB,3.94 GiB,7.59 GiB,471 MiB
2024-12-16 00:56:15,15.5 GiB,4.06 GiB,3.94 GiB,7.55 GiB,471 MiB
2024-12-16 00:56:30,15.5 GiB,4.13 GiB,3.94 GiB,7.48 GiB,471 MiB
2024-12-16 00:56:45,15.5 GiB,4.17 GiB,3.94 GiB,7.44 GiB,471 MiB
2024-12-16 00:57:00,15.5 GiB,4.26 GiB,3.94 GiB,7.35 GiB,471 MiB
2024-12-16 00:57:15,15.5 GiB,4.30 GiB,3.94 GiB,7.31 GiB,471 MiB
2024-12-16 00:57:30,15.5 GiB,4.37 GiB,3.94 GiB,7.24 GiB,471 MiB
2024-12-16 00:57:45,15.5 GiB,4.42 GiB,3.94 GiB,7.19 GiB,471 MiB
2024-12-16 00:58:00,15.5 GiB,4.48 GiB,3.94 GiB,7.13 GiB,471 MiB
2024-12-16 00:58:15,15.5 GiB,4.56 GiB,3.94 GiB,7.05 GiB,471 MiB
