"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-16 00:48:00,0.126%,0.0981%,0%,0.0196%,0%,93.9%
2024-12-16 00:48:15,0.346%,0.433%,0.00833%,0.0833%,0%,99.1%
2024-12-16 00:48:30,2.20%,3.61%,0.00738%,0.616%,0%,81.8%
2024-12-16 00:48:45,2.41%,4.21%,0.00417%,0.708%,0%,92.4%
2024-12-16 00:49:00,2.12%,3.48%,0.00378%,0.651%,0%,83.8%
2024-12-16 00:49:15,2.29%,3.88%,0.00388%,0.660%,0%,86.1%
2024-12-16 00:49:30,2.44%,4.10%,0.00387%,0.643%,0%,85.9%
2024-12-16 00:49:45,2.42%,4.24%,0.00417%,0.721%,0%,92.4%
2024-12-16 00:50:00,2.52%,4.53%,0.00417%,0.646%,0%,92.1%
2024-12-16 00:50:15,2.52%,4.05%,0.0125%,0.729%,0%,92.4%
2024-12-16 00:50:30,2.42%,4.23%,0.00417%,0.804%,0%,92.4%
2024-12-16 00:50:45,2.58%,4.27%,0%,0.775%,0%,92.3%
2024-12-16 00:51:00,2.57%,4.18%,0.00417%,0.679%,0%,92.2%
2024-12-16 00:51:15,2.34%,4.47%,0.00417%,0.629%,0%,92.4%
2024-12-16 00:51:30,2.65%,4.26%,0%,0.662%,0%,92.4%
2024-12-16 00:51:45,2.25%,3.70%,0.00369%,0.628%,0%,81.8%
2024-12-16 00:52:00,2.64%,4.33%,0%,0.663%,0%,92.2%
2024-12-16 00:52:15,2.33%,3.74%,0%,0.635%,0%,81.3%
2024-12-16 00:52:30,2.80%,4.30%,0.00833%,0.679%,0%,92.3%
2024-12-16 00:52:45,2.12%,3.96%,0%,0.599%,0%,81.5%
2024-12-16 00:53:00,2.50%,4.27%,0.00417%,0.679%,0%,92.5%
2024-12-16 00:53:15,2.31%,3.81%,0%,0.618%,0%,81.7%
2024-12-16 00:53:30,2.47%,4.15%,0%,0.654%,0%,92.5%
2024-12-16 00:53:45,2.25%,3.78%,0.00368%,0.560%,0%,81.7%
2024-12-16 00:54:00,2.52%,4.33%,0.00417%,0.708%,0%,92.2%
2024-12-16 00:54:15,2.13%,3.56%,0.00367%,0.635%,0%,81.5%
2024-12-16 00:54:30,2.47%,4.32%,0.00833%,0.762%,0%,92.5%
2024-12-16 00:54:45,2.19%,3.78%,0.00367%,0.701%,0%,81.3%
2024-12-16 00:55:00,2.45%,4.32%,0.00417%,0.763%,0%,92.3%
2024-12-16 00:55:15,2.31%,3.58%,0.00368%,0.787%,0%,81.6%
2024-12-16 00:55:30,2.65%,4.09%,0%,0.733%,0%,92.5%
2024-12-16 00:55:45,2.38%,4.37%,0.00833%,0.654%,0%,92.5%
2024-12-16 00:56:00,2.47%,4.04%,0%,0.658%,0%,92.3%
2024-12-16 00:56:15,2.67%,3.94%,0.00833%,0.688%,0%,92.4%
2024-12-16 00:56:30,2.54%,4.05%,0%,0.654%,0%,92.5%
2024-12-16 00:56:45,2.51%,4.16%,0%,0.712%,0%,92.5%
2024-12-16 00:57:00,2.65%,4.14%,0%,0.650%,0%,92.4%
2024-12-16 00:57:15,2.46%,4.13%,0%,0.746%,0%,92.5%
2024-12-16 00:57:30,2.31%,4.23%,0.00417%,0.783%,0%,92.3%
2024-12-16 00:57:45,2.46%,4.28%,0.00417%,0.700%,0%,92.4%
2024-12-16 00:58:00,2.20%,3.72%,0.00367%,0.650%,0%,81.4%
2024-12-16 00:58:15,2.55%,4.49%,0%,0.750%,0%,92.4%
