"Time","RAM Total","RAM Used","RAM Cache + Buffer","RAM Free","SWAP Used"
2024-12-16 03:49:45,15.5 GiB,4.16 GiB,1.11 GiB,10.3 GiB,434 MiB
2024-12-16 03:50:00,15.5 GiB,4.26 GiB,1.14 GiB,10.1 GiB,434 MiB
2024-12-16 03:50:15,15.5 GiB,4.28 GiB,1.14 GiB,10.1 GiB,434 MiB
2024-12-16 03:50:30,15.5 GiB,4.33 GiB,1.14 GiB,10.1 GiB,434 MiB
2024-12-16 03:50:45,15.5 GiB,4.34 GiB,1.14 GiB,10.1 GiB,434 MiB
2024-12-16 03:51:00,15.5 GiB,4.38 GiB,1.14 GiB,10.0 GiB,434 MiB
2024-12-16 03:51:15,15.5 GiB,4.40 GiB,1.14 GiB,10.0 GiB,434 MiB
2024-12-16 03:51:30,15.5 GiB,4.42 GiB,1.14 GiB,9.99 GiB,434 MiB
2024-12-16 03:51:45,15.5 GiB,4.43 GiB,1.14 GiB,9.97 GiB,434 MiB
2024-12-16 03:52:00,15.5 GiB,4.46 GiB,1.14 GiB,9.95 GiB,434 MiB
2024-12-16 03:52:15,15.5 GiB,4.48 GiB,1.14 GiB,9.93 GiB,434 MiB
2024-12-16 03:52:30,15.5 GiB,4.51 GiB,1.14 GiB,9.89 GiB,434 MiB
2024-12-16 03:52:45,15.5 GiB,4.52 GiB,1.14 GiB,9.88 GiB,434 MiB
2024-12-16 03:53:00,15.5 GiB,4.54 GiB,1.14 GiB,9.87 GiB,434 MiB
2024-12-16 03:53:15,15.5 GiB,4.56 GiB,1.14 GiB,9.85 GiB,434 MiB
2024-12-16 03:53:30,15.5 GiB,4.58 GiB,1.14 GiB,9.82 GiB,434 MiB
2024-12-16 03:53:45,15.5 GiB,4.60 GiB,1.14 GiB,9.81 GiB,434 MiB
2024-12-16 03:54:00,15.5 GiB,4.61 GiB,1.15 GiB,9.79 GiB,434 MiB
2024-12-16 03:54:15,15.5 GiB,4.66 GiB,1.15 GiB,9.74 GiB,434 MiB
2024-12-16 03:54:30,15.5 GiB,4.67 GiB,1.15 GiB,9.73 GiB,434 MiB
2024-12-16 03:54:45,15.5 GiB,4.71 GiB,1.15 GiB,9.69 GiB,434 MiB
2024-12-16 03:55:00,15.5 GiB,4.72 GiB,1.15 GiB,9.68 GiB,434 MiB
2024-12-16 03:55:15,15.5 GiB,4.76 GiB,1.15 GiB,9.64 GiB,434 MiB
2024-12-16 03:55:30,15.5 GiB,4.77 GiB,1.15 GiB,9.63 GiB,434 MiB
2024-12-16 03:55:45,15.5 GiB,4.80 GiB,1.15 GiB,9.60 GiB,434 MiB
2024-12-16 03:56:00,15.5 GiB,4.81 GiB,1.15 GiB,9.59 GiB,434 MiB
2024-12-16 03:56:15,15.5 GiB,4.83 GiB,1.15 GiB,9.57 GiB,434 MiB
2024-12-16 03:56:30,15.5 GiB,4.87 GiB,1.15 GiB,9.53 GiB,434 MiB
2024-12-16 03:56:45,15.5 GiB,4.89 GiB,1.15 GiB,9.51 GiB,434 MiB
2024-12-16 03:57:00,15.5 GiB,4.90 GiB,1.15 GiB,9.50 GiB,434 MiB
2024-12-16 03:57:15,15.5 GiB,4.92 GiB,1.15 GiB,9.48 GiB,434 MiB
2024-12-16 03:57:30,15.5 GiB,4.98 GiB,1.15 GiB,9.42 GiB,434 MiB
2024-12-16 03:57:45,15.5 GiB,4.98 GiB,1.15 GiB,9.41 GiB,434 MiB
2024-12-16 03:58:00,15.5 GiB,5.01 GiB,1.15 GiB,9.38 GiB,434 MiB
2024-12-16 03:58:15,15.5 GiB,5.03 GiB,1.15 GiB,9.37 GiB,434 MiB
2024-12-16 03:58:30,15.5 GiB,5.07 GiB,1.15 GiB,9.33 GiB,434 MiB
2024-12-16 03:58:45,15.5 GiB,5.09 GiB,1.15 GiB,9.31 GiB,434 MiB
2024-12-16 03:59:00,15.5 GiB,5.12 GiB,1.15 GiB,9.28 GiB,434 MiB
2024-12-16 03:59:15,15.5 GiB,5.14 GiB,1.15 GiB,9.26 GiB,434 MiB
2024-12-16 03:59:30,15.5 GiB,5.15 GiB,1.15 GiB,9.24 GiB,434 MiB
2024-12-16 03:59:45,15.5 GiB,5.18 GiB,1.15 GiB,9.21 GiB,434 MiB
2024-12-16 04:00:00,15.5 GiB,5.20 GiB,1.15 GiB,9.20 GiB,434 MiB
