"Time","Busy System","Busy User","Busy Iowait","Busy IRQs","Busy Other","Idle"
2024-12-16 03:49:45,0.0917%,0.104%,0.00417%,0.0125%,0%,99.7%
2024-12-16 03:50:00,0.300%,0.354%,0.0333%,0.0875%,0%,99.0%
2024-12-16 03:50:15,0.515%,0.745%,0.00768%,0.196%,0%,90.6%
2024-12-16 03:50:30,0.596%,0.675%,0%,0.242%,0%,98.3%
2024-12-16 03:50:45,0.548%,0.652%,0%,0.207%,0%,90.4%
2024-12-16 03:51:00,0.450%,0.700%,0.00833%,0.238%,0%,98.4%
2024-12-16 03:51:15,0.535%,0.631%,0.00385%,0.212%,0%,90.8%
2024-12-16 03:51:30,0.621%,0.821%,0.00417%,0.196%,0%,98.2%
2024-12-16 03:51:45,0.604%,0.746%,0.00384%,0.131%,0%,90.7%
2024-12-16 03:52:00,0.563%,0.804%,0%,0.188%,0%,98.3%
2024-12-16 03:52:15,0.553%,0.699%,0.00768%,0.192%,0%,90.6%
2024-12-16 03:52:30,0.675%,0.792%,0%,0.217%,0%,98.2%
2024-12-16 03:52:45,0.602%,0.802%,0.00383%,0.157%,0%,90.5%
2024-12-16 03:53:00,0.500%,0.742%,0%,0.187%,0%,98.4%
2024-12-16 03:53:15,0.584%,0.661%,0%,0.161%,0%,90.7%
2024-12-16 03:53:30,0.654%,0.904%,0.00417%,0.188%,0%,98.0%
2024-12-16 03:53:45,0.565%,0.742%,0.00384%,0.115%,0%,90.6%
2024-12-16 03:54:00,0.612%,0.650%,0.00417%,0.171%,0%,98.3%
2024-12-16 03:54:15,0.534%,0.688%,0%,0.138%,0%,90.7%
2024-12-16 03:54:30,0.604%,0.888%,0.00417%,0.167%,0%,98.1%
2024-12-16 03:54:45,0.532%,0.739%,0%,0.115%,0%,90.4%
2024-12-16 03:55:00,0.642%,0.846%,0%,0.179%,0%,98.2%
2024-12-16 03:55:15,0.527%,0.654%,0.00385%,0.169%,0%,90.9%
2024-12-16 03:55:30,0.667%,1.03%,0%,0.213%,0%,98.0%
2024-12-16 03:55:45,0.519%,0.638%,0.00769%,0.146%,0%,90.7%
2024-12-16 03:56:00,0.604%,0.679%,0%,0.154%,0%,98.3%
2024-12-16 03:56:15,0.546%,0.704%,0%,0.204%,0%,98.5%
2024-12-16 03:56:30,0.696%,0.883%,0%,0.217%,0%,98.1%
2024-12-16 03:56:45,0.667%,0.771%,0%,0.250%,0%,98.3%
2024-12-16 03:57:00,0.592%,0.758%,0%,0.125%,0%,98.4%
2024-12-16 03:57:15,0.554%,0.816%,0.00417%,0.237%,0%,98.3%
2024-12-16 03:57:30,0.625%,0.917%,0.00417%,0.221%,0%,98.2%
2024-12-16 03:57:45,0.650%,0.692%,0%,0.125%,0%,98.3%
2024-12-16 03:58:00,0.546%,0.804%,0.00417%,0.196%,0%,98.3%
2024-12-16 03:58:15,0.571%,0.754%,0%,0.125%,0%,98.3%
2024-12-16 03:58:30,0.704%,0.771%,0.00833%,0.229%,0%,98.3%
2024-12-16 03:58:45,0.588%,0.721%,0%,0.163%,0%,98.3%
2024-12-16 03:59:00,0.554%,0.708%,0%,0.129%,0%,98.4%
2024-12-16 03:59:15,0.712%,0.829%,0.00417%,0.171%,0%,98.3%
2024-12-16 03:59:30,0.491%,0.814%,0.00384%,0.207%,0%,90.4%
2024-12-16 03:59:45,0.679%,0.725%,0.00417%,0.188%,0%,98.3%
2024-12-16 04:00:00,0.484%,0.695%,0.00768%,0.200%,0%,90.7%
